comparison_id,sequence,copy_id,copy_role,acquired_sequence_path,existing_sequence_path,official_start_frame,official_end_frame,comparison_end_frame,acquired_frame_count,existing_frame_count,acquired_raw_image_sha256,existing_raw_image_sha256,raw_image_identical,acquired_decoded_bgr_sha256,existing_decoded_bgr_sha256,decoded_bgr_identical,acquired_decoded_rgb_sha256,existing_decoded_rgb_sha256,decoded_rgb_identical,acquired_raw_gt_sha256,existing_raw_gt_sha256,raw_gt_identical,acquired_normalized_gt_sha256,existing_normalized_gt_sha256,normalized_gt_identical,first_gt_box,last_gt_box,classification,duplicate_copy_identity,notes
E2-ID-011,Couple,COUPLE_STAGE4A_R_DERIVED,STAGED_DERIVED,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple,E:\Robot_Backup\tmp\stage4A_R_otb3\Couple,1,140,140,140,140,9bed301d06b232b68663644b3f33185de2dc94a9478106d5c54683dab55aaca4,9bed301d06b232b68663644b3f33185de2dc94a9478106d5c54683dab55aaca4,true,c84f66885c431e279ee0e3d87dbc01721526826db9e791f6d98dd3cee797473b,c84f66885c431e279ee0e3d87dbc01721526826db9e791f6d98dd3cee797473b,true,8d372bd441ac969ce419a39012ef252a12e6a553916a8b4b5a2fa4535fd4c86a,8d372bd441ac969ce419a39012ef252a12e6a553916a8b4b5a2fa4535fd4c86a,true,43c6d304f9f65b28940389429dfdbd33e544075c6b8d3c00e0c72558dac55d10,87e15af91c0799149f5098bcd6182acd239a3ea08791653639ba9f2f44bd3bda,false,3d0a6d4e112f3c4c309871c28475d4d42877219c7aee56a4faf4c027e5f4f0f1,3d0a6d4e112f3c4c309871c28475d4d42877219c7aee56a4faf4c027e5f4f0f1,true,"[51,47,25,62]","[130,25,39,90]",PIXEL_IDENTICAL_GT_IDENTICAL,DUP-COUPLE-4657a235c23c45d1,complete staged derivative of official range 1-140; hash_window=1-140; local_numeric_jpg_count=140; local_gt_rows=140; duplicate_group_size=2
E2-ID-012,Bolt,BOLT_VITAL_ACTIVE,PREEXISTING_ACTIVE,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Bolt,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\Vital_release-master\dataset\Bolt,1,350,350,350,350,a86cd49f2c2b073e68984573a68d050e19aa0137940b2e81c6cb23fc6bc00dae,a86cd49f2c2b073e68984573a68d050e19aa0137940b2e81c6cb23fc6bc00dae,true,db007a2bd5b12036cf2c4059536bb23663761f8c2c6e591bb7a71613a6c2c30f,db007a2bd5b12036cf2c4059536bb23663761f8c2c6e591bb7a71613a6c2c30f,true,f24137ebe9da585b94bd7722497892e7808afd74ecf47029ee29b3bba1d3b5ae,f24137ebe9da585b94bd7722497892e7808afd74ecf47029ee29b3bba1d3b5ae,true,a2c509e9c2beb17d26aa4aa79d06955d043eb6e02c8411ef7596e5953a6aa7f9,a2c509e9c2beb17d26aa4aa79d06955d043eb6e02c8411ef7596e5953a6aa7f9,true,a2c509e9c2beb17d26aa4aa79d06955d043eb6e02c8411ef7596e5953a6aa7f9,a2c509e9c2beb17d26aa4aa79d06955d043eb6e02c8411ef7596e5953a6aa7f9,true,"[336,165,26,61]","[374,88,26,61]",BYTE_IDENTICAL_TO_ACQUIRED,DUP-BOLT-94849f59bff280a8,complete official range 1-350; hash_window=1-350; local_numeric_jpg_count=350; local_gt_rows=350; duplicate_group_size=1
E2-ID-013,Bolt,BOLT_VITAL_ARCHIVE,PREEXISTING_ARCHIVE,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Bolt,E:\Robot_Backup\Crash_NotUse_Yet\TrackingResearch\OtherTracker\verified\Vital_release-master\dataset\Bolt,1,350,350,350,350,a86cd49f2c2b073e68984573a68d050e19aa0137940b2e81c6cb23fc6bc00dae,a86cd49f2c2b073e68984573a68d050e19aa0137940b2e81c6cb23fc6bc00dae,true,db007a2bd5b12036cf2c4059536bb23663761f8c2c6e591bb7a71613a6c2c30f,db007a2bd5b12036cf2c4059536bb23663761f8c2c6e591bb7a71613a6c2c30f,true,f24137ebe9da585b94bd7722497892e7808afd74ecf47029ee29b3bba1d3b5ae,f24137ebe9da585b94bd7722497892e7808afd74ecf47029ee29b3bba1d3b5ae,true,a2c509e9c2beb17d26aa4aa79d06955d043eb6e02c8411ef7596e5953a6aa7f9,43e7858d669bad92303183c7b837210d600e3df777f804b057494643fc99d4fb,false,a2c509e9c2beb17d26aa4aa79d06955d043eb6e02c8411ef7596e5953a6aa7f9,a2c509e9c2beb17d26aa4aa79d06955d043eb6e02c8411ef7596e5953a6aa7f9,true,"[336,165,26,61]","[374,88,26,61]",PIXEL_IDENTICAL_GT_IDENTICAL,DUP-BOLT-91a88bdff2735306,complete official range 1-350; hash_window=1-350; local_numeric_jpg_count=350; local_gt_rows=350; duplicate_group_size=1
E2-ID-014,Jogging_1,JOGGING1_VERIFIED_SAMF_ACTIVE,PREEXISTING_ACTIVE,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Jogging,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\SAMF\data\Jogging1,1,307,307,307,307,4b2dfbe25bc90386cf488813abf8bbff48d6abbf7dab42761adb02e7a3665e56,4b2dfbe25bc90386cf488813abf8bbff48d6abbf7dab42761adb02e7a3665e56,true,236de63bc4b1391f34c38c3bb7fa24e8d9f011ca9ac499d1f2befbeb0c9e72bb,236de63bc4b1391f34c38c3bb7fa24e8d9f011ca9ac499d1f2befbeb0c9e72bb,true,1486c5ee3efed7a4a4bced63014ca22d80778830724b093a5fb259e2cad7b341,1486c5ee3efed7a4a4bced63014ca22d80778830724b093a5fb259e2cad7b341,true,634b450c421c0c9dd30493e147eef15ae6cd4d078445206994ff7e6e9530ca96,769e0900c585454873d46bf4c66129c3818466887462414a1dad2834f2509b77,false,83e9283b588349783bbbdeba888083daacb3391b653351761580207e63205b7f,83e9283b588349783bbbdeba888083daacb3391b653351761580207e63205b7f,true,"[111,98,25,101]","[93,118,31,132]",PIXEL_IDENTICAL_GT_IDENTICAL,DUP-JOGGING1-4e2f398101d08588,complete official range 1-307; local directory name Jogging1 maps to evaluator Jogging_1; hash_window=1-307; local_numeric_jpg_count=307; local_gt_rows=307; duplicate_group_size=2
E2-ID-015,Jogging_1,JOGGING1_SAMF_ACTIVE,PREEXISTING_ACTIVE,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Jogging,E:\Robot_Backup\TrackingResearch-master\OtherTracker\SAMF\data\Jogging1,1,307,307,307,307,4b2dfbe25bc90386cf488813abf8bbff48d6abbf7dab42761adb02e7a3665e56,4b2dfbe25bc90386cf488813abf8bbff48d6abbf7dab42761adb02e7a3665e56,true,236de63bc4b1391f34c38c3bb7fa24e8d9f011ca9ac499d1f2befbeb0c9e72bb,236de63bc4b1391f34c38c3bb7fa24e8d9f011ca9ac499d1f2befbeb0c9e72bb,true,1486c5ee3efed7a4a4bced63014ca22d80778830724b093a5fb259e2cad7b341,1486c5ee3efed7a4a4bced63014ca22d80778830724b093a5fb259e2cad7b341,true,634b450c421c0c9dd30493e147eef15ae6cd4d078445206994ff7e6e9530ca96,769e0900c585454873d46bf4c66129c3818466887462414a1dad2834f2509b77,false,83e9283b588349783bbbdeba888083daacb3391b653351761580207e63205b7f,83e9283b588349783bbbdeba888083daacb3391b653351761580207e63205b7f,true,"[111,98,25,101]","[93,118,31,132]",PIXEL_IDENTICAL_GT_IDENTICAL,DUP-JOGGING1-4e2f398101d08588,complete official range 1-307; local directory name Jogging1 maps to evaluator Jogging_1; hash_window=1-307; local_numeric_jpg_count=307; local_gt_rows=307; duplicate_group_size=2
E2-ID-016,Jogging_1,JOGGING1_VERIFIED_SAMF_ARCHIVE,PREEXISTING_ARCHIVE,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Jogging,E:\Robot_Backup\Crash_NotUse_Yet\TrackingResearch\OtherTracker\verified\SAMF\data\Jogging1,1,307,307,307,307,4b2dfbe25bc90386cf488813abf8bbff48d6abbf7dab42761adb02e7a3665e56,4b2dfbe25bc90386cf488813abf8bbff48d6abbf7dab42761adb02e7a3665e56,true,236de63bc4b1391f34c38c3bb7fa24e8d9f011ca9ac499d1f2befbeb0c9e72bb,236de63bc4b1391f34c38c3bb7fa24e8d9f011ca9ac499d1f2befbeb0c9e72bb,true,1486c5ee3efed7a4a4bced63014ca22d80778830724b093a5fb259e2cad7b341,1486c5ee3efed7a4a4bced63014ca22d80778830724b093a5fb259e2cad7b341,true,634b450c421c0c9dd30493e147eef15ae6cd4d078445206994ff7e6e9530ca96,634b450c421c0c9dd30493e147eef15ae6cd4d078445206994ff7e6e9530ca96,true,83e9283b588349783bbbdeba888083daacb3391b653351761580207e63205b7f,83e9283b588349783bbbdeba888083daacb3391b653351761580207e63205b7f,true,"[111,98,25,101]","[93,118,31,132]",BYTE_IDENTICAL_TO_ACQUIRED,DUP-JOGGING1-c604f814c9ba8bf7,complete official range 1-307; local directory name Jogging1 maps to evaluator Jogging_1; hash_window=1-307; local_numeric_jpg_count=307; local_gt_rows=307; duplicate_group_size=2
E2-ID-017,Jogging_1,JOGGING1_SAMF_ARCHIVE,PREEXISTING_ARCHIVE,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Jogging,E:\Robot_Backup\Crash_NotUse_Yet\TrackingResearch\OtherTracker\SAMF\data\Jogging1,1,307,307,307,307,4b2dfbe25bc90386cf488813abf8bbff48d6abbf7dab42761adb02e7a3665e56,4b2dfbe25bc90386cf488813abf8bbff48d6abbf7dab42761adb02e7a3665e56,true,236de63bc4b1391f34c38c3bb7fa24e8d9f011ca9ac499d1f2befbeb0c9e72bb,236de63bc4b1391f34c38c3bb7fa24e8d9f011ca9ac499d1f2befbeb0c9e72bb,true,1486c5ee3efed7a4a4bced63014ca22d80778830724b093a5fb259e2cad7b341,1486c5ee3efed7a4a4bced63014ca22d80778830724b093a5fb259e2cad7b341,true,634b450c421c0c9dd30493e147eef15ae6cd4d078445206994ff7e6e9530ca96,634b450c421c0c9dd30493e147eef15ae6cd4d078445206994ff7e6e9530ca96,true,83e9283b588349783bbbdeba888083daacb3391b653351761580207e63205b7f,83e9283b588349783bbbdeba888083daacb3391b653351761580207e63205b7f,true,"[111,98,25,101]","[93,118,31,132]",BYTE_IDENTICAL_TO_ACQUIRED,DUP-JOGGING1-c604f814c9ba8bf7,complete official range 1-307; local directory name Jogging1 maps to evaluator Jogging_1; hash_window=1-307; local_numeric_jpg_count=307; local_gt_rows=307; duplicate_group_size=2
E2-ID-018,MotorRolling,MOTORROLLING_HCFT_ACTIVE,PREEXISTING_ACTIVE,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\MotorRolling,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\HCFTstar-master\OTB_dataset\MotorRolling,1,164,164,164,164,fa5356802a3061433dcb10ba318261b2b6d7a16ad3e6cacd813897217152ecf9,fa5356802a3061433dcb10ba318261b2b6d7a16ad3e6cacd813897217152ecf9,true,e49bb30fe9d475af3a269e9f37f06b5db15aee1d4046dc2c6f4cbac43fad7852,e49bb30fe9d475af3a269e9f37f06b5db15aee1d4046dc2c6f4cbac43fad7852,true,e8f28d1045d33e1acea42f225be7ee8bdecceb85b923a252badf99531af5f91f,e8f28d1045d33e1acea42f225be7ee8bdecceb85b923a252badf99531af5f91f,true,584c6d0a69a47a053fb17c0c1fc48216464071bd03f21354220813433d2b3037,584c6d0a69a47a053fb17c0c1fc48216464071bd03f21354220813433d2b3037,true,584c6d0a69a47a053fb17c0c1fc48216464071bd03f21354220813433d2b3037,584c6d0a69a47a053fb17c0c1fc48216464071bd03f21354220813433d2b3037,true,"[117,68,122,125]","[229,187,57,56]",BYTE_IDENTICAL_TO_ACQUIRED,DUP-MOTORROLLING-1b9e8f124557a1cb,complete official range 1-164; hash_window=1-164; local_numeric_jpg_count=164; local_gt_rows=164; duplicate_group_size=2
E2-ID-019,MotorRolling,MOTORROLLING_CF2_ACTIVE,PREEXISTING_ACTIVE,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\MotorRolling,E:\Robot_Backup\TrackingResearch-master\OtherTracker\CF2\data\MotorRolling,1,164,164,164,164,fa5356802a3061433dcb10ba318261b2b6d7a16ad3e6cacd813897217152ecf9,fa5356802a3061433dcb10ba318261b2b6d7a16ad3e6cacd813897217152ecf9,true,e49bb30fe9d475af3a269e9f37f06b5db15aee1d4046dc2c6f4cbac43fad7852,e49bb30fe9d475af3a269e9f37f06b5db15aee1d4046dc2c6f4cbac43fad7852,true,e8f28d1045d33e1acea42f225be7ee8bdecceb85b923a252badf99531af5f91f,e8f28d1045d33e1acea42f225be7ee8bdecceb85b923a252badf99531af5f91f,true,584c6d0a69a47a053fb17c0c1fc48216464071bd03f21354220813433d2b3037,584c6d0a69a47a053fb17c0c1fc48216464071bd03f21354220813433d2b3037,true,584c6d0a69a47a053fb17c0c1fc48216464071bd03f21354220813433d2b3037,584c6d0a69a47a053fb17c0c1fc48216464071bd03f21354220813433d2b3037,true,"[117,68,122,125]","[229,187,57,56]",BYTE_IDENTICAL_TO_ACQUIRED,DUP-MOTORROLLING-1b9e8f124557a1cb,complete official range 1-164; hash_window=1-164; local_numeric_jpg_count=164; local_gt_rows=164; duplicate_group_size=2
E2-ID-020,MotorRolling,MOTORROLLING_HCFT_ARCHIVE,PREEXISTING_ARCHIVE,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\MotorRolling,E:\Robot_Backup\Crash_NotUse_Yet\TrackingResearch\OtherTracker\verified\HCFTstar-master\OTB_dataset\MotorRolling,1,164,164,164,164,fa5356802a3061433dcb10ba318261b2b6d7a16ad3e6cacd813897217152ecf9,fa5356802a3061433dcb10ba318261b2b6d7a16ad3e6cacd813897217152ecf9,true,e49bb30fe9d475af3a269e9f37f06b5db15aee1d4046dc2c6f4cbac43fad7852,e49bb30fe9d475af3a269e9f37f06b5db15aee1d4046dc2c6f4cbac43fad7852,true,e8f28d1045d33e1acea42f225be7ee8bdecceb85b923a252badf99531af5f91f,e8f28d1045d33e1acea42f225be7ee8bdecceb85b923a252badf99531af5f91f,true,584c6d0a69a47a053fb17c0c1fc48216464071bd03f21354220813433d2b3037,1bde5ba808a1844e295acb7a3cd6f642baf255d21d355e521fb13ad212556759,false,584c6d0a69a47a053fb17c0c1fc48216464071bd03f21354220813433d2b3037,584c6d0a69a47a053fb17c0c1fc48216464071bd03f21354220813433d2b3037,true,"[117,68,122,125]","[229,187,57,56]",PIXEL_IDENTICAL_GT_IDENTICAL,DUP-MOTORROLLING-3ace5107de3c77b0,complete official range 1-164; hash_window=1-164; local_numeric_jpg_count=164; local_gt_rows=164; duplicate_group_size=2
E2-ID-021,MotorRolling,MOTORROLLING_CF2_ARCHIVE,PREEXISTING_ARCHIVE,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\MotorRolling,E:\Robot_Backup\Crash_NotUse_Yet\TrackingResearch\OtherTracker\CF2\data\MotorRolling,1,164,164,164,164,fa5356802a3061433dcb10ba318261b2b6d7a16ad3e6cacd813897217152ecf9,fa5356802a3061433dcb10ba318261b2b6d7a16ad3e6cacd813897217152ecf9,true,e49bb30fe9d475af3a269e9f37f06b5db15aee1d4046dc2c6f4cbac43fad7852,e49bb30fe9d475af3a269e9f37f06b5db15aee1d4046dc2c6f4cbac43fad7852,true,e8f28d1045d33e1acea42f225be7ee8bdecceb85b923a252badf99531af5f91f,e8f28d1045d33e1acea42f225be7ee8bdecceb85b923a252badf99531af5f91f,true,584c6d0a69a47a053fb17c0c1fc48216464071bd03f21354220813433d2b3037,1bde5ba808a1844e295acb7a3cd6f642baf255d21d355e521fb13ad212556759,false,584c6d0a69a47a053fb17c0c1fc48216464071bd03f21354220813433d2b3037,584c6d0a69a47a053fb17c0c1fc48216464071bd03f21354220813433d2b3037,true,"[117,68,122,125]","[229,187,57,56]",PIXEL_IDENTICAL_GT_IDENTICAL,DUP-MOTORROLLING-3ace5107de3c77b0,complete official range 1-164; hash_window=1-164; local_numeric_jpg_count=164; local_gt_rows=164; duplicate_group_size=2
E2-ID-022,Diving,DIVING_MDNET_ACTIVE,PREEXISTING_ACTIVE,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Diving,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\MDNet-master\dataset\OTB\Diving,1,215,215,215,231,73568c6fd2b42a067751e30afc087bca5ed6a4e3ff6ca30f7a0eef42c0e63cfb,73568c6fd2b42a067751e30afc087bca5ed6a4e3ff6ca30f7a0eef42c0e63cfb,true,0e0a79b2887485ec254b2a3fb61b7cc92aa08f09f30548e513f276e1826ef6ec,0e0a79b2887485ec254b2a3fb61b7cc92aa08f09f30548e513f276e1826ef6ec,true,54fd25fdfc0ef876981885f53d45460c38868d52d7c0749dc7b13da3dfa939e2,54fd25fdfc0ef876981885f53d45460c38868d52d7c0749dc7b13da3dfa939e2,true,fa7098d9de86d686144715001a1cf477dfcc85f738ffd395b482b8cde518bfbd,fa7098d9de86d686144715001a1cf477dfcc85f738ffd395b482b8cde518bfbd,true,fa7098d9de86d686144715001a1cf477dfcc85f738ffd395b482b8cde518bfbd,fa7098d9de86d686144715001a1cf477dfcc85f738ffd395b482b8cde518bfbd,true,"[177,51,21,129]","[142,69,70,109]",BYTE_IDENTICAL_TO_ACQUIRED,DUP-DIVING-2a2f3b5c875e7d05,complete official range 1-215; extra local tail 216-231 excluded from evaluator-window comparison; hash_window=1-215; local_numeric_jpg_count=231; local_gt_rows=215; extra_local_tail_after_evaluator_end=16; ignored in image-stream hashes; duplicate_group_size=1
E2-ID-023,Diving,DIVING_MDNET_ARCHIVE,PREEXISTING_ARCHIVE,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Diving,E:\Robot_Backup\Crash_NotUse_Yet\TrackingResearch\OtherTracker\verified\MDNet-master\dataset\OTB\Diving,1,215,215,215,231,73568c6fd2b42a067751e30afc087bca5ed6a4e3ff6ca30f7a0eef42c0e63cfb,73568c6fd2b42a067751e30afc087bca5ed6a4e3ff6ca30f7a0eef42c0e63cfb,true,0e0a79b2887485ec254b2a3fb61b7cc92aa08f09f30548e513f276e1826ef6ec,0e0a79b2887485ec254b2a3fb61b7cc92aa08f09f30548e513f276e1826ef6ec,true,54fd25fdfc0ef876981885f53d45460c38868d52d7c0749dc7b13da3dfa939e2,54fd25fdfc0ef876981885f53d45460c38868d52d7c0749dc7b13da3dfa939e2,true,fa7098d9de86d686144715001a1cf477dfcc85f738ffd395b482b8cde518bfbd,6be145295bfe03b4a1d03e85219a1135b73b19e7c5671c2b7d419d11d2fbdb5a,false,fa7098d9de86d686144715001a1cf477dfcc85f738ffd395b482b8cde518bfbd,fa7098d9de86d686144715001a1cf477dfcc85f738ffd395b482b8cde518bfbd,true,"[177,51,21,129]","[142,69,70,109]",PIXEL_IDENTICAL_GT_IDENTICAL,DUP-DIVING-bb3be805f859d63e,complete official range 1-215; extra local tail 216-231 excluded from evaluator-window comparison; hash_window=1-215; local_numeric_jpg_count=231; local_gt_rows=215; extra_local_tail_after_evaluator_end=16; ignored in image-stream hashes; duplicate_group_size=1
E2-ID-024,DragonBaby,DRAGONBABY_LTMU_ACTIVE,PREEXISTING_ACTIVE,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\DragonBaby,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\LTMU-master\DiMP_LTMU\pyMDNet\datasets\OTB\DragonBaby,1,113,113,113,113,b463d1616db898f2cf0340c1bf3cf5142628d77d8d75e1184aa08041962267ca,b463d1616db898f2cf0340c1bf3cf5142628d77d8d75e1184aa08041962267ca,true,402f06651e9755b823676d0cb52a812ac73923551b8d0371a9080cbdad9d8a7a,402f06651e9755b823676d0cb52a812ac73923551b8d0371a9080cbdad9d8a7a,true,c3d7f263d6e9e842470692dec4aa2ecbdaffcc6e4680be2fc73041d50aedc030,c3d7f263d6e9e842470692dec4aa2ecbdaffcc6e4680be2fc73041d50aedc030,true,f4402d9c0752467fcc5aec36561143b9cfd54023d50e5769b6dca2160b3b8db1,f4402d9c0752467fcc5aec36561143b9cfd54023d50e5769b6dca2160b3b8db1,true,f4402d9c0752467fcc5aec36561143b9cfd54023d50e5769b6dca2160b3b8db1,f4402d9c0752467fcc5aec36561143b9cfd54023d50e5769b6dca2160b3b8db1,true,"[160,83,56,65]","[237,78,62,67]",BYTE_IDENTICAL_TO_ACQUIRED,DUP-DRAGONBABY-6410a3a21149925d,complete official range 1-113; hash_window=1-113; local_numeric_jpg_count=113; local_gt_rows=113; duplicate_group_size=1
E2-ID-025,DragonBaby,DRAGONBABY_LTMU_ARCHIVE,PREEXISTING_ARCHIVE,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\DragonBaby,E:\Robot_Backup\Crash_NotUse_Yet\TrackingResearch\OtherTracker\verified\LTMU-master\DiMP_LTMU\pyMDNet\datasets\OTB\DragonBaby,1,113,113,113,113,b463d1616db898f2cf0340c1bf3cf5142628d77d8d75e1184aa08041962267ca,b463d1616db898f2cf0340c1bf3cf5142628d77d8d75e1184aa08041962267ca,true,402f06651e9755b823676d0cb52a812ac73923551b8d0371a9080cbdad9d8a7a,402f06651e9755b823676d0cb52a812ac73923551b8d0371a9080cbdad9d8a7a,true,c3d7f263d6e9e842470692dec4aa2ecbdaffcc6e4680be2fc73041d50aedc030,c3d7f263d6e9e842470692dec4aa2ecbdaffcc6e4680be2fc73041d50aedc030,true,f4402d9c0752467fcc5aec36561143b9cfd54023d50e5769b6dca2160b3b8db1,b03516ae01ba867780eb0c5e283817adb6bef99b94179d1bb7664b04abe9044d,false,f4402d9c0752467fcc5aec36561143b9cfd54023d50e5769b6dca2160b3b8db1,f4402d9c0752467fcc5aec36561143b9cfd54023d50e5769b6dca2160b3b8db1,true,"[160,83,56,65]","[237,78,62,67]",PIXEL_IDENTICAL_GT_IDENTICAL,DUP-DRAGONBABY-c80eafccf8b2b034,complete official range 1-113; hash_window=1-113; local_numeric_jpg_count=113; local_gt_rows=113; duplicate_group_size=1
E2-ID-026,FaceOcc1,FACEOCC1_ASRCF_ACTIVE,PREEXISTING_ACTIVE,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\FaceOcc1,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\ASRCF-master\seq\FaceOcc1,1,892,892,892,892,1dd78a772768e46861a30285110d7c606a7f47ef56a160dd800ccf4998974d35,1dd78a772768e46861a30285110d7c606a7f47ef56a160dd800ccf4998974d35,true,a2acb829e39dadcc83d2dddeea0b636df789786e0c97c9db868d97c1ed8c7d36,a2acb829e39dadcc83d2dddeea0b636df789786e0c97c9db868d97c1ed8c7d36,true,89ce5d99eb2d628a0ce83ac95d42ae5f023d0a6c26790427b05b8c3191bfe8c7,89ce5d99eb2d628a0ce83ac95d42ae5f023d0a6c26790427b05b8c3191bfe8c7,true,95da388da1c083bd4b4862a8482f2aad9feba6822b711078d52a97740ba158f0,1775bd9d6ee0fa143febbc6043e5f00d5983f6293a4432bc14a66dac9c938d48,false,ed2b26f36fba2f4732c2f6acb536f45a44ff60f5fbce6e2218b74b5bbde4297e,ed2b26f36fba2f4732c2f6acb536f45a44ff60f5fbce6e2218b74b5bbde4297e,true,"[118,69,114,162]","[100,84,127,149]",PIXEL_IDENTICAL_GT_IDENTICAL,DUP-FACEOCC1-5af1e28f4c6a5f2e,complete official range 1-892; hash_window=1-892; local_numeric_jpg_count=892; local_gt_rows=892; duplicate_group_size=1
E2-ID-027,FaceOcc1,FACEOCC1_ASRCF_ARCHIVE,PREEXISTING_ARCHIVE,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\FaceOcc1,E:\Robot_Backup\Crash_NotUse_Yet\TrackingResearch\OtherTracker\verified\ASRCF-master\seq\FaceOcc1,1,892,892,892,892,1dd78a772768e46861a30285110d7c606a7f47ef56a160dd800ccf4998974d35,1dd78a772768e46861a30285110d7c606a7f47ef56a160dd800ccf4998974d35,true,a2acb829e39dadcc83d2dddeea0b636df789786e0c97c9db868d97c1ed8c7d36,a2acb829e39dadcc83d2dddeea0b636df789786e0c97c9db868d97c1ed8c7d36,true,89ce5d99eb2d628a0ce83ac95d42ae5f023d0a6c26790427b05b8c3191bfe8c7,89ce5d99eb2d628a0ce83ac95d42ae5f023d0a6c26790427b05b8c3191bfe8c7,true,95da388da1c083bd4b4862a8482f2aad9feba6822b711078d52a97740ba158f0,0aacc27b21f4fe52c3e86d06b736d9ded8bdee13ea347464a97bb06347c1b0c1,false,ed2b26f36fba2f4732c2f6acb536f45a44ff60f5fbce6e2218b74b5bbde4297e,ed2b26f36fba2f4732c2f6acb536f45a44ff60f5fbce6e2218b74b5bbde4297e,true,"[118,69,114,162]","[100,84,127,149]",PIXEL_IDENTICAL_GT_IDENTICAL,DUP-FACEOCC1-a0ce9d342434453d,complete official range 1-892; hash_window=1-892; local_numeric_jpg_count=892; local_gt_rows=892; duplicate_group_size=1
E2-ID-028,Human3,HUMAN3_STRCF_ACTIVE,PREEXISTING_ACTIVE_PARTIAL,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Human3,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\STRCF-master\sequences\Human3,1,1698,199,1698,199,64f8aafacae57d10e3def5977a6d0b7d093f5415f9cc3772b1a65016b5cd3061,64f8aafacae57d10e3def5977a6d0b7d093f5415f9cc3772b1a65016b5cd3061,true,a4b3d7319435c9e84d82b4bc753ecbc2134d4955ced1a6bc8378c91f8dc17f2b,a4b3d7319435c9e84d82b4bc753ecbc2134d4955ced1a6bc8378c91f8dc17f2b,true,fdc33324a9c9b267420d4c8235d674dabb3a8bd0b3c2e4703b4302f6ec556513,fdc33324a9c9b267420d4c8235d674dabb3a8bd0b3c2e4703b4302f6ec556513,true,b842bc2ac0b95fd2143bdecb6cf7e3fadabcef2003d5a07275729703b5d50418,fcc97d7c911ea1565e7671cffec2f92415d9c05f46251ee9e809a4213d64cc7b,false,b842bc2ac0b95fd2143bdecb6cf7e3fadabcef2003d5a07275729703b5d50418,fc9b1580be4df53396170333e59ed25737f97caace3706ec2717cb4e267ca13d,false,"[264,311,37,69]","[42,263,35,103]",DIFFERENT,DUP-HUMAN3-7cea6bae228fb9e3,partial official prefix 1-199 only; frames and GT 200-1698 absent; hash_window=1-199; local_numeric_jpg_count=199; local_gt_rows=199; partial local prefix only; acquired canonical count 1698 versus existing 199; classification forced DIFFERENT; duplicate_group_size=1
