pair_id,side,sequence,frame_index,connected_component,oracle_label,oracle_skip_benefit,oof_skip_probability,selected_C,validation_scheme,threshold_selected,holdout
R3-D02,primary,Bolt,40,component_02,0,0.0,0.6674119277290183,0.01,leave-one-connected-component-out,False,False
R3-D02,primary,Bolt,41,component_02,0,0.0,0.6310012524041203,0.01,leave-one-connected-component-out,False,False
R3-D02,primary,Bolt,42,component_02,0,0.0,0.6319140820272887,0.01,leave-one-connected-component-out,False,False
R3-D02,primary,Bolt,43,component_02,0,0.0,0.6138082432702044,0.01,leave-one-connected-component-out,False,False
R3-D02,primary,Bolt,44,component_02,0,0.0,0.6040951634862265,0.01,leave-one-connected-component-out,False,False
R3-D02,primary,Bolt,45,component_02,0,0.0,0.605232672316551,0.01,leave-one-connected-component-out,False,False
R3-D02,primary,Bolt,46,component_02,0,0.0,0.5947094045870148,0.01,leave-one-connected-component-out,False,False
R3-D02,primary,Bolt,47,component_02,0,0.0,0.6359756729137335,0.01,leave-one-connected-component-out,False,False
R3-D02,primary,Bolt,48,component_02,0,0.0,0.6357634087288282,0.01,leave-one-connected-component-out,False,False
R3-D02,primary,Bolt,49,component_02,0,0.0,0.6385730906782414,0.01,leave-one-connected-component-out,False,False
R3-D05,primary,Car4,113,component_04,0,0.0,0.45682129441465835,0.01,leave-one-connected-component-out,False,False
R3-D05,primary,Car4,114,component_04,0,-0.012746203430808567,0.45110265162777413,0.01,leave-one-connected-component-out,False,False
R3-D05,primary,Car4,115,component_04,1,0.04523481504205484,0.4534372751139232,0.01,leave-one-connected-component-out,False,False
R3-D05,primary,Car4,116,component_04,0,-0.03253555466928704,0.4524443892434543,0.01,leave-one-connected-component-out,False,False
R3-D05,primary,Car4,117,component_04,0,-0.03734788082249274,0.4543360057606663,0.01,leave-one-connected-component-out,False,False
R3-D05,primary,Car4,118,component_04,0,-0.1407365794045219,0.4516188218611529,0.01,leave-one-connected-component-out,False,False
R3-D05,primary,Car4,119,component_04,0,-0.0009705114788588487,0.4544502073917506,0.01,leave-one-connected-component-out,False,False
R3-D05,primary,Car4,120,component_04,1,0.06426509723610796,0.45381884144151763,0.01,leave-one-connected-component-out,False,False
R3-D05,primary,Car4,121,component_04,1,0.023196088646637025,0.4581715797537868,0.01,leave-one-connected-component-out,False,False
R3-D05,primary,Car4,122,component_04,0,-0.009783371076003466,0.4510362763637345,0.01,leave-one-connected-component-out,False,False
R3-D05,primary,Car4,123,component_04,0,-0.004818930044305003,0.4577183482494061,0.01,leave-one-connected-component-out,False,False
R3-D05,primary,Car4,124,component_04,1,0.009759614022488705,0.45019418996326377,0.01,leave-one-connected-component-out,False,False
R3-D05,primary,Car4,125,component_04,0,-0.029718042471201578,0.4568342602221187,0.01,leave-one-connected-component-out,False,False
R3-D05,primary,Car4,126,component_04,0,-0.02053060823803643,0.4554450832625638,0.01,leave-one-connected-component-out,False,False
R3-D05,primary,Car4,127,component_04,1,0.0046896667899997135,0.4525412940900123,0.01,leave-one-connected-component-out,False,False
R3-D05,primary,Car4,128,component_04,1,0.008005516207261976,0.45687743610137016,0.01,leave-one-connected-component-out,False,False
R3-D05,primary,Car4,129,component_04,0,-0.0421213457489541,0.4580939585003404,0.01,leave-one-connected-component-out,False,False
R3-D05,primary,Car4,130,component_04,1,0.004108917091091291,0.4548627521920981,0.01,leave-one-connected-component-out,False,False
R3-D05,primary,Car4,131,component_04,1,0.012583666244372238,0.45557924120445614,0.01,leave-one-connected-component-out,False,False
R3-D05,primary,Car4,132,component_04,0,-0.003483257827130881,0.45356090652093567,0.01,leave-one-connected-component-out,False,False
R3-D05,primary,Car4,133,component_04,1,0.021959218507089484,0.45550630987433316,0.01,leave-one-connected-component-out,False,False
R3-D05,primary,Car4,134,component_04,1,0.07262846206622608,0.45382339161359375,0.01,leave-one-connected-component-out,False,False
R3-D05,primary,Car4,135,component_04,0,-0.07150692597526831,0.46030674936431926,0.01,leave-one-connected-component-out,False,False
R3-D05,primary,Car4,136,component_04,0,-0.0222126612053678,0.45785386035478226,0.01,leave-one-connected-component-out,False,False
R3-D05,primary,Car4,137,component_04,0,-0.04081539964784009,0.4647078482218205,0.01,leave-one-connected-component-out,False,False
R3-D05,control,Car4,221,component_04,1,0.05837742504409171,0.46764014828740635,0.01,leave-one-connected-component-out,False,False
R3-D05,control,Car4,222,component_04,0,-0.01028165503489531,0.4725195095732165,0.01,leave-one-connected-component-out,False,False
R3-D05,control,Car4,223,component_04,0,-0.015403713950617126,0.46757724565132786,0.01,leave-one-connected-component-out,False,False
R3-D05,control,Car4,224,component_04,0,-0.017228634787058716,0.4675867528122412,0.01,leave-one-connected-component-out,False,False
R3-D05,control,Car4,225,component_04,0,-0.005906633496866043,0.47135041667406813,0.01,leave-one-connected-component-out,False,False
R3-D05,control,Car4,226,component_04,0,-0.027453720493925582,0.47057059822217573,0.01,leave-one-connected-component-out,False,False
R3-D05,control,Car4,227,component_04,1,0.02741210642670655,0.47515709935146033,0.01,leave-one-connected-component-out,False,False
R3-D05,control,Car4,228,component_04,1,0.00411242323988692,0.46563778461062627,0.01,leave-one-connected-component-out,False,False
R3-D05,control,Car4,229,component_04,0,-0.043413529272926965,0.4735965876124721,0.01,leave-one-connected-component-out,False,False
R3-D05,control,Car4,230,component_04,0,-0.021421273697354914,0.46976253067774404,0.01,leave-one-connected-component-out,False,False
R3-D05,control,Car4,231,component_04,0,-0.0009213323883769942,0.4683848220764431,0.01,leave-one-connected-component-out,False,False
R3-D05,control,Car4,232,component_04,0,-0.0005946459998033005,0.4736800417984066,0.01,leave-one-connected-component-out,False,False
R3-D05,control,Car4,233,component_04,0,-0.09008749906075186,0.46459179305277776,0.01,leave-one-connected-component-out,False,False
R3-D05,control,Car4,234,component_04,1,0.002761955309206199,0.47701596490323744,0.01,leave-one-connected-component-out,False,False
R3-D05,control,Car4,235,component_04,0,0.0,0.47460985693294055,0.01,leave-one-connected-component-out,False,False
R3-D05,control,Car4,236,component_04,0,-0.0733744412906594,0.47394005073441436,0.01,leave-one-connected-component-out,False,False
R3-D05,control,Car4,237,component_04,0,-0.02747462216910479,0.481677194225352,0.01,leave-one-connected-component-out,False,False
R3-D05,control,Car4,238,component_04,1,0.0001117695006079833,0.4742403058400262,0.01,leave-one-connected-component-out,False,False
R3-D05,control,Car4,239,component_04,0,-0.027178356671945014,0.48072768821566036,0.01,leave-one-connected-component-out,False,False
R3-D05,control,Car4,240,component_04,1,0.026779122556765178,0.4776652375206631,0.01,leave-one-connected-component-out,False,False
R3-D05,control,Car4,241,component_04,0,-0.004418614775151264,0.478123208497489,0.01,leave-one-connected-component-out,False,False
R3-D05,control,Car4,242,component_04,0,-0.013537187450230914,0.48370349765421444,0.01,leave-one-connected-component-out,False,False
R3-D05,control,Car4,243,component_04,1,0.06361890792304548,0.47976866670935503,0.01,leave-one-connected-component-out,False,False
R3-D05,control,Car4,244,component_04,0,-0.020846146651437136,0.4751968003490981,0.01,leave-one-connected-component-out,False,False
R3-D05,control,Car4,245,component_04,1,0.02068079854567295,0.4842988018474295,0.01,leave-one-connected-component-out,False,False
R3-D08,primary,CarDark,121,component_06,0,-0.1525765875431121,0.4791748712995306,0.01,leave-one-connected-component-out,False,False
R3-D08,primary,CarDark,122,component_06,0,-0.009007528286104183,0.48182020504090456,0.01,leave-one-connected-component-out,False,False
R3-D08,primary,CarDark,123,component_06,1,0.029710969533912945,0.4735502852450193,0.01,leave-one-connected-component-out,False,False
R3-D08,primary,CarDark,124,component_06,0,-0.09045640792169363,0.4795300166147421,0.01,leave-one-connected-component-out,False,False
R3-D08,primary,CarDark,125,component_06,1,0.1289549180327869,0.48694862828174446,0.01,leave-one-connected-component-out,False,False
R3-D08,primary,CarDark,126,component_06,1,0.04626727107056283,0.4824174694307808,0.01,leave-one-connected-component-out,False,False
R3-D08,primary,CarDark,127,component_06,1,0.0026075619295958807,0.4796488847741104,0.01,leave-one-connected-component-out,False,False
R3-D08,primary,CarDark,128,component_06,0,-0.013290713324360715,0.48236442562790277,0.01,leave-one-connected-component-out,False,False
R3-D08,primary,CarDark,129,component_06,0,-0.06915471534115603,0.48493150063971263,0.01,leave-one-connected-component-out,False,False
R3-D08,primary,CarDark,130,component_06,1,0.04874999999999996,0.4756981361183462,0.01,leave-one-connected-component-out,False,False
R3-D08,primary,CarDark,131,component_06,0,-0.09308513907154536,0.4782604217819447,0.01,leave-one-connected-component-out,False,False
R3-D08,primary,CarDark,132,component_06,0,-0.03875968992248058,0.4859098585771631,0.01,leave-one-connected-component-out,False,False
R3-D08,primary,CarDark,133,component_06,1,0.005378096479791372,0.4766084713933807,0.01,leave-one-connected-component-out,False,False
R3-D08,primary,CarDark,134,component_06,0,-0.016349541930937295,0.4783695067854984,0.01,leave-one-connected-component-out,False,False
R3-D08,primary,CarDark,135,component_06,0,-0.06224817374782976,0.4852667300665323,0.01,leave-one-connected-component-out,False,False
R3-D08,primary,CarDark,136,component_06,0,-0.017703363461253452,0.47883755845926246,0.01,leave-one-connected-component-out,False,False
R3-D08,primary,CarDark,137,component_06,1,0.11873920552677031,0.4714449164835626,0.01,leave-one-connected-component-out,False,False
R3-D08,primary,CarDark,138,component_06,1,0.04143452408820636,0.4933463460641377,0.01,leave-one-connected-component-out,False,False
R3-D08,primary,CarDark,139,component_06,0,-0.02817239244815839,0.48844436944783115,0.01,leave-one-connected-component-out,False,False
R3-D08,primary,CarDark,140,component_06,1,0.025435409096604356,0.47635780881110346,0.01,leave-one-connected-component-out,False,False
R3-D08,primary,CarDark,141,component_06,1,0.0743667774708554,0.48480431335168245,0.01,leave-one-connected-component-out,False,False
R3-D08,primary,CarDark,142,component_06,1,0.02984984326374418,0.4783227466381019,0.01,leave-one-connected-component-out,False,False
R3-D08,primary,CarDark,143,component_06,0,-0.03249918999790358,0.4804406810580135,0.01,leave-one-connected-component-out,False,False
R3-D08,primary,CarDark,144,component_06,1,0.006769450022672818,0.4783757695358463,0.01,leave-one-connected-component-out,False,False
R3-D08,primary,CarDark,145,component_06,0,-0.02693236714975844,0.4731261498309023,0.01,leave-one-connected-component-out,False,False
R3-D08,control,CarScale,81,component_06,0,-0.01321865619949203,0.5059569036912147,0.01,leave-one-connected-component-out,False,False
R3-D08,control,CarScale,82,component_06,1,0.04410163339382944,0.5045389193543166,0.01,leave-one-connected-component-out,False,False
R3-D08,control,CarScale,83,component_06,1,0.09392014519056258,0.5002191401135725,0.01,leave-one-connected-component-out,False,False
R3-D08,control,CarScale,84,component_06,1,0.10424640058319656,0.5050041889221952,0.01,leave-one-connected-component-out,False,False
R3-D08,control,CarScale,85,component_06,1,0.015617737287347722,0.4992726968418491,0.01,leave-one-connected-component-out,False,False
R3-D08,control,CarScale,86,component_06,1,0.028157310797412793,0.5045729638868214,0.01,leave-one-connected-component-out,False,False
R3-D08,control,CarScale,87,component_06,1,0.08020370958394307,0.5044978446511581,0.01,leave-one-connected-component-out,False,False
R3-D08,control,CarScale,88,component_06,0,-0.01451571828754139,0.4992852960808867,0.01,leave-one-connected-component-out,False,False
R3-D08,control,CarScale,89,component_06,0,-0.029032258064516148,0.5072934786829892,0.01,leave-one-connected-component-out,False,False
R3-D08,control,CarScale,90,component_06,1,0.014076296083635698,0.5080290881091258,0.01,leave-one-connected-component-out,False,False
R3-D08,control,CarScale,91,component_06,0,-0.029254018519260794,0.5038378571458692,0.01,leave-one-connected-component-out,False,False
R3-D08,control,CarScale,92,component_06,1,0.05418241986231498,0.5014928618152524,0.01,leave-one-connected-component-out,False,False
R3-D08,control,CarScale,93,component_06,0,0.0,0.508065654821437,0.01,leave-one-connected-component-out,False,False
R3-D08,control,CarScale,94,component_06,0,-0.05698964261206274,0.4966476682678988,0.01,leave-one-connected-component-out,False,False
R3-D08,control,CarScale,95,component_06,1,0.0764935064935065,0.5025723509929603,0.01,leave-one-connected-component-out,False,False
R3-D08,control,CarScale,96,component_06,0,-0.017096457524066966,0.4982349444954972,0.01,leave-one-connected-component-out,False,False
R3-D08,control,CarScale,97,component_06,0,-0.018012278081964594,0.5048376062318978,0.01,leave-one-connected-component-out,False,False
R3-D08,control,CarScale,98,component_06,1,0.06019920738965989,0.49534175485514187,0.01,leave-one-connected-component-out,False,False
R3-D08,control,CarScale,99,component_06,0,-0.0007708515339945876,0.5029122539703977,0.01,leave-one-connected-component-out,False,False
R3-D08,control,CarScale,100,component_06,0,-0.040974255915638635,0.4948856533193785,0.01,leave-one-connected-component-out,False,False
R3-D08,control,CarScale,101,component_06,0,-0.09526475698018133,0.4953039215685485,0.01,leave-one-connected-component-out,False,False
R3-D08,control,CarScale,102,component_06,1,0.04103670438368623,0.4949035576616471,0.01,leave-one-connected-component-out,False,False
R3-D08,control,CarScale,103,component_06,1,0.036742252134086995,0.4981810362427291,0.01,leave-one-connected-component-out,False,False
R3-D08,control,CarScale,104,component_06,1,0.02610498621990931,0.493762526037794,0.01,leave-one-connected-component-out,False,False
R3-D08,control,CarScale,105,component_06,0,-0.03943726937269376,0.4981541707231312,0.01,leave-one-connected-component-out,False,False
R3-D12,control,Dancer,71,component_09,0,-0.037745715115716005,0.4363548220425502,0.01,leave-one-connected-component-out,False,False
R3-D12,control,Dancer,72,component_09,0,-0.006744446528029635,0.433308375068669,0.01,leave-one-connected-component-out,False,False
R3-D12,control,Dancer,73,component_09,0,-0.024662656521485693,0.4544082039412243,0.01,leave-one-connected-component-out,False,False
R3-D12,control,Dancer,74,component_09,0,-7.44095077603868e-05,0.4556896573504081,0.01,leave-one-connected-component-out,False,False
R3-D12,control,Dancer,75,component_09,1,0.045233930759044694,0.4346975492981797,0.01,leave-one-connected-component-out,False,False
R3-D12,control,Dancer,76,component_09,0,-0.005555311616108227,0.45004126643760517,0.01,leave-one-connected-component-out,False,False
R3-D12,control,Dancer,77,component_09,0,-0.030248583337882384,0.44707443612403064,0.01,leave-one-connected-component-out,False,False
R3-D12,control,Dancer,78,component_09,1,0.03786747740166674,0.4456342736802347,0.01,leave-one-connected-component-out,False,False
R3-D12,control,Dancer,79,component_09,0,-0.07581604629017402,0.45371512000584224,0.01,leave-one-connected-component-out,False,False
R3-D12,control,Dancer,80,component_09,0,-0.0856734797040496,0.46287216677393955,0.01,leave-one-connected-component-out,False,False
R3-D12,control,Dancer,81,component_09,1,0.01329607862029103,0.44912713432649953,0.01,leave-one-connected-component-out,False,False
R3-D12,control,Dancer,82,component_09,0,-0.0019154841733947103,0.44900841063756136,0.01,leave-one-connected-component-out,False,False
R3-D12,control,Dancer,83,component_09,1,0.0206092938114093,0.44342396497843145,0.01,leave-one-connected-component-out,False,False
R3-D12,control,Dancer,84,component_09,1,0.08082076847258546,0.4604926023526281,0.01,leave-one-connected-component-out,False,False
R3-D12,control,Dancer,85,component_09,0,-0.011891889981908599,0.43204407817026486,0.01,leave-one-connected-component-out,False,False
R3-D12,control,Dancer,86,component_09,1,0.011545718762031143,0.4421900956794714,0.01,leave-one-connected-component-out,False,False
R3-D12,control,Dancer,87,component_09,0,-0.03752896816607876,0.45496489546521346,0.01,leave-one-connected-component-out,False,False
R3-D12,control,Dancer,88,component_09,0,-0.030779805383860714,0.4454890503733115,0.01,leave-one-connected-component-out,False,False
R3-D12,control,Dancer,89,component_09,0,-0.05374254629746744,0.4354077430009664,0.01,leave-one-connected-component-out,False,False
R3-D12,control,Dancer,90,component_09,1,0.016948051948051934,0.4399172440569579,0.01,leave-one-connected-component-out,False,False
R3-D12,control,Dancer,91,component_09,0,-0.07711393956682544,0.4433609443701179,0.01,leave-one-connected-component-out,False,False
R3-D12,control,Dancer,92,component_09,0,-0.19012804550224716,0.4561320792976327,0.01,leave-one-connected-component-out,False,False
R3-D12,control,Dancer,93,component_09,0,-0.05492268366942743,0.4654467711794213,0.01,leave-one-connected-component-out,False,False
R3-D12,control,Dancer,94,component_09,1,0.02735443853182229,0.4666269467863161,0.01,leave-one-connected-component-out,False,False
R3-D12,control,Dancer,95,component_09,0,-0.012177632919128212,0.45599275114126947,0.01,leave-one-connected-component-out,False,False
R3-D07,control,David2,36,component_05,0,-0.08027371401604522,0.4822209389118479,0.01,leave-one-connected-component-out,False,False
R3-D07,control,David2,37,component_05,1,0.03142976285248544,0.4859115263656683,0.01,leave-one-connected-component-out,False,False
R3-D07,control,David2,38,component_05,1,0.004474252609055429,0.4848999091964698,0.01,leave-one-connected-component-out,False,False
R3-D07,control,David2,39,component_05,0,-0.0012102268937193017,0.4858913919924819,0.01,leave-one-connected-component-out,False,False
R3-D07,control,David2,40,component_05,0,-0.009176366286907656,0.4886864329916702,0.01,leave-one-connected-component-out,False,False
R3-D07,control,David2,41,component_05,0,0.0,0.4834400222737122,0.01,leave-one-connected-component-out,False,False
R3-D07,control,David2,42,component_05,1,0.031620553359683834,0.49068024586182846,0.01,leave-one-connected-component-out,False,False
R3-D07,control,David2,43,component_05,0,-0.05570148009172404,0.483882629344753,0.01,leave-one-connected-component-out,False,False
R3-D07,control,David2,44,component_05,0,-0.019157088122605415,0.4850910579362808,0.01,leave-one-connected-component-out,False,False
R3-D07,control,David2,45,component_05,0,0.0,0.4851642412920623,0.01,leave-one-connected-component-out,False,False
R3-D07,control,David2,46,component_05,0,-0.021072796934865856,0.4840017083752541,0.01,leave-one-connected-component-out,False,False
R3-D07,control,David2,47,component_05,1,0.07929547088425593,0.48274880948148113,0.01,leave-one-connected-component-out,False,False
R3-D07,control,David2,48,component_05,0,-0.029693486590038343,0.48324602780415266,0.01,leave-one-connected-component-out,False,False
R3-D07,control,David2,49,component_05,1,0.018163851112888874,0.48844607232834175,0.01,leave-one-connected-component-out,False,False
R3-D07,control,David2,50,component_05,1,0.030524210249830763,0.48349348994466257,0.01,leave-one-connected-component-out,False,False
R3-D07,control,David2,51,component_05,1,0.008234688625836317,0.4865533319784402,0.01,leave-one-connected-component-out,False,False
R3-D07,control,David2,52,component_05,0,-0.0044678827699489165,0.518427063285634,0.01,leave-one-connected-component-out,False,False
R3-D07,control,David2,53,component_05,0,-0.01955837507501257,0.48454510127053074,0.01,leave-one-connected-component-out,False,False
R3-D07,control,David2,54,component_05,0,-0.05059084961890725,0.4819897438033337,0.01,leave-one-connected-component-out,False,False
R3-D07,control,David2,55,component_05,0,-0.04921115391671249,0.486038825131477,0.01,leave-one-connected-component-out,False,False
R3-D07,control,David2,56,component_05,0,-0.08590806732195655,0.4850471459726163,0.01,leave-one-connected-component-out,False,False
R3-D07,control,David2,57,component_05,1,0.036482707058400066,0.48587989580011826,0.01,leave-one-connected-component-out,False,False
R3-D07,control,David2,58,component_05,0,-0.057657657657657624,0.48369821993028767,0.01,leave-one-connected-component-out,False,False
R3-D07,control,David2,59,component_05,0,-0.0028441593156909306,0.48537677812292546,0.01,leave-one-connected-component-out,False,False
R3-D07,control,David2,60,component_05,1,0.03035251176640097,0.4858277945621627,0.01,leave-one-connected-component-out,False,False
R3-D11,control,David2,261,component_05,0,-0.12664277180406214,0.4776179771894318,0.01,leave-one-connected-component-out,False,False
R3-D11,control,David2,262,component_05,0,-0.12903225806451613,0.4937980479588172,0.01,leave-one-connected-component-out,False,False
R3-D11,control,David2,263,component_05,1,0.003609192161285857,0.4732913588004868,0.01,leave-one-connected-component-out,False,False
R3-D11,control,David2,264,component_05,0,-0.11848635235732008,0.47899349431111504,0.01,leave-one-connected-component-out,False,False
R3-D11,control,David2,265,component_05,0,-0.013321505137872447,0.4844712052494068,0.01,leave-one-connected-component-out,False,False
R3-D11,control,David2,266,component_05,1,0.002389486260453988,0.48779483835596066,0.01,leave-one-connected-component-out,False,False
R3-D11,control,David2,267,component_05,1,0.02880184331797231,0.4799433615237347,0.01,leave-one-connected-component-out,False,False
R3-D11,control,David2,268,component_05,0,-0.03345280764635605,0.47593625389700733,0.01,leave-one-connected-component-out,False,False
R3-D11,control,David2,269,component_05,0,0.0,0.47938808416226675,0.01,leave-one-connected-component-out,False,False
R3-D11,control,David2,270,component_05,0,0.0,0.4809209392233257,0.01,leave-one-connected-component-out,False,False
R3-D11,control,David2,271,component_05,1,0.02605459057071957,0.4837734804142114,0.01,leave-one-connected-component-out,False,False
R3-D11,control,David2,272,component_05,1,0.03156184729635647,0.4852717485231158,0.01,leave-one-connected-component-out,False,False
R3-D11,control,David2,273,component_05,1,0.0908004778972521,0.45810121160569856,0.01,leave-one-connected-component-out,False,False
R3-D11,control,David2,274,component_05,0,0.0,0.4755619308703033,0.01,leave-one-connected-component-out,False,False
R3-D11,control,David2,275,component_05,0,-0.0904017857142857,0.48790890306749146,0.01,leave-one-connected-component-out,False,False
R3-D11,control,David2,276,component_05,0,-0.08602150537634401,0.4822582506992301,0.01,leave-one-connected-component-out,False,False
R3-D11,control,David2,277,component_05,0,-0.0035842293906809264,0.4880008040211907,0.01,leave-one-connected-component-out,False,False
R3-D11,control,David2,278,component_05,1,0.06451612903225812,0.4926115971346152,0.01,leave-one-connected-component-out,False,False
R3-D11,control,David2,279,component_05,0,-0.02431761786600506,0.4839468100496584,0.01,leave-one-connected-component-out,False,False
R3-D11,control,David2,280,component_05,0,-0.0033388355342136578,0.4937783699231307,0.01,leave-one-connected-component-out,False,False
R3-D11,control,David2,281,component_05,0,-0.1116384585534761,0.4962571625179517,0.01,leave-one-connected-component-out,False,False
R3-D11,control,David2,282,component_05,1,0.05810736026563368,0.48726114717739505,0.01,leave-one-connected-component-out,False,False
R3-D11,control,David2,283,component_05,1,0.040277380611953184,0.46091590773589597,0.01,leave-one-connected-component-out,False,False
R3-D11,control,David2,284,component_05,0,-0.06212664277180402,0.481985145619256,0.01,leave-one-connected-component-out,False,False
R3-D11,control,David2,285,component_05,0,-0.059339385744639817,0.49303024262957146,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,195,component_01,1,0.028036984601066295,0.4983797988522135,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,196,component_01,1,0.07343728613693556,0.48883980204225136,0.01,leave-one-connected-component-out,False,False
R3-D01,control,David3,197,component_01,0,-0.007355665615737306,0.48682260115713294,0.01,leave-one-connected-component-out,False,False
