pair_id,side,sequence,interval_start,interval_end,branch_kind,mode,snapshot_frame,start_snapshot_sha256,restored_start_snapshot_sha256,start_restore_exact,baseline_end_snapshot_sha256,continuation_restored_snapshot_sha256,continuation_restore_exact,maximum_float_prediction_abs_diff,maximum_score_map_abs_diff,maximum_confidence_abs_diff,integer_prediction_exact,tolerance,official_initialization_zero_contribution,captured_state,status
R3-D01,primary,Basketball,397,435,baseline,none,396,0a80108bdb05cad7253ca138700f97a096c70ff177895acaf5f51672ef7ff80d,0a80108bdb05cad7253ca138700f97a096c70ff177895acaf5f51672ef7ff80d,True,ebae51e9e586aabc7263666d6f3df22933d339483b93650c008cfb8ce803a1a1,ebae51e9e586aabc7263666d6f3df22933d339483b93650c008cfb8ce803a1a1,True,0.0,0.0,0.0,True,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D01,primary,Basketball,397,435,mode,mrm1,396,0a80108bdb05cad7253ca138700f97a096c70ff177895acaf5f51672ef7ff80d,0a80108bdb05cad7253ca138700f97a096c70ff177895acaf5f51672ef7ff80d,True,ebae51e9e586aabc7263666d6f3df22933d339483b93650c008cfb8ce803a1a1,ebae51e9e586aabc7263666d6f3df22933d339483b93650c008cfb8ce803a1a1,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D01,primary,Basketball,397,435,mode,mrm2,396,0a80108bdb05cad7253ca138700f97a096c70ff177895acaf5f51672ef7ff80d,0a80108bdb05cad7253ca138700f97a096c70ff177895acaf5f51672ef7ff80d,True,ebae51e9e586aabc7263666d6f3df22933d339483b93650c008cfb8ce803a1a1,ebae51e9e586aabc7263666d6f3df22933d339483b93650c008cfb8ce803a1a1,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D01,primary,Basketball,397,435,mode,mrm3,396,0a80108bdb05cad7253ca138700f97a096c70ff177895acaf5f51672ef7ff80d,0a80108bdb05cad7253ca138700f97a096c70ff177895acaf5f51672ef7ff80d,True,ebae51e9e586aabc7263666d6f3df22933d339483b93650c008cfb8ce803a1a1,ebae51e9e586aabc7263666d6f3df22933d339483b93650c008cfb8ce803a1a1,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D01,primary,Basketball,397,435,mode,mrm4,396,0a80108bdb05cad7253ca138700f97a096c70ff177895acaf5f51672ef7ff80d,0a80108bdb05cad7253ca138700f97a096c70ff177895acaf5f51672ef7ff80d,True,ebae51e9e586aabc7263666d6f3df22933d339483b93650c008cfb8ce803a1a1,ebae51e9e586aabc7263666d6f3df22933d339483b93650c008cfb8ce803a1a1,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D01,primary,Basketball,397,435,mode,mrm5,396,0a80108bdb05cad7253ca138700f97a096c70ff177895acaf5f51672ef7ff80d,0a80108bdb05cad7253ca138700f97a096c70ff177895acaf5f51672ef7ff80d,True,ebae51e9e586aabc7263666d6f3df22933d339483b93650c008cfb8ce803a1a1,ebae51e9e586aabc7263666d6f3df22933d339483b93650c008cfb8ce803a1a1,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D01,primary,Basketball,397,435,mode,mrm6,396,0a80108bdb05cad7253ca138700f97a096c70ff177895acaf5f51672ef7ff80d,0a80108bdb05cad7253ca138700f97a096c70ff177895acaf5f51672ef7ff80d,True,ebae51e9e586aabc7263666d6f3df22933d339483b93650c008cfb8ce803a1a1,ebae51e9e586aabc7263666d6f3df22933d339483b93650c008cfb8ce803a1a1,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D01,primary,Basketball,397,435,mode,early,396,0a80108bdb05cad7253ca138700f97a096c70ff177895acaf5f51672ef7ff80d,0a80108bdb05cad7253ca138700f97a096c70ff177895acaf5f51672ef7ff80d,True,ebae51e9e586aabc7263666d6f3df22933d339483b93650c008cfb8ce803a1a1,ebae51e9e586aabc7263666d6f3df22933d339483b93650c008cfb8ce803a1a1,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D01,primary,Basketball,397,435,mode,middle,396,0a80108bdb05cad7253ca138700f97a096c70ff177895acaf5f51672ef7ff80d,0a80108bdb05cad7253ca138700f97a096c70ff177895acaf5f51672ef7ff80d,True,ebae51e9e586aabc7263666d6f3df22933d339483b93650c008cfb8ce803a1a1,ebae51e9e586aabc7263666d6f3df22933d339483b93650c008cfb8ce803a1a1,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D01,primary,Basketball,397,435,mode,late,396,0a80108bdb05cad7253ca138700f97a096c70ff177895acaf5f51672ef7ff80d,0a80108bdb05cad7253ca138700f97a096c70ff177895acaf5f51672ef7ff80d,True,ebae51e9e586aabc7263666d6f3df22933d339483b93650c008cfb8ce803a1a1,ebae51e9e586aabc7263666d6f3df22933d339483b93650c008cfb8ce803a1a1,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D02,control,Human8,108,126,baseline,none,107,792013ffd7e644e365a0d96a546f5c0882d70a1e76d142bea4fede586d69566c,792013ffd7e644e365a0d96a546f5c0882d70a1e76d142bea4fede586d69566c,True,6f9b0909d065174b45ed664d67b8579bfc0eb7b2c6abc4388d5b89d5f2a14358,6f9b0909d065174b45ed664d67b8579bfc0eb7b2c6abc4388d5b89d5f2a14358,True,0.0,0.0,0.0,True,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D02,control,Human8,108,126,mode,mrm1,107,792013ffd7e644e365a0d96a546f5c0882d70a1e76d142bea4fede586d69566c,792013ffd7e644e365a0d96a546f5c0882d70a1e76d142bea4fede586d69566c,True,6f9b0909d065174b45ed664d67b8579bfc0eb7b2c6abc4388d5b89d5f2a14358,6f9b0909d065174b45ed664d67b8579bfc0eb7b2c6abc4388d5b89d5f2a14358,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D02,control,Human8,108,126,mode,mrm2,107,792013ffd7e644e365a0d96a546f5c0882d70a1e76d142bea4fede586d69566c,792013ffd7e644e365a0d96a546f5c0882d70a1e76d142bea4fede586d69566c,True,6f9b0909d065174b45ed664d67b8579bfc0eb7b2c6abc4388d5b89d5f2a14358,6f9b0909d065174b45ed664d67b8579bfc0eb7b2c6abc4388d5b89d5f2a14358,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D02,control,Human8,108,126,mode,mrm3,107,792013ffd7e644e365a0d96a546f5c0882d70a1e76d142bea4fede586d69566c,792013ffd7e644e365a0d96a546f5c0882d70a1e76d142bea4fede586d69566c,True,6f9b0909d065174b45ed664d67b8579bfc0eb7b2c6abc4388d5b89d5f2a14358,6f9b0909d065174b45ed664d67b8579bfc0eb7b2c6abc4388d5b89d5f2a14358,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D02,control,Human8,108,126,mode,mrm4,107,792013ffd7e644e365a0d96a546f5c0882d70a1e76d142bea4fede586d69566c,792013ffd7e644e365a0d96a546f5c0882d70a1e76d142bea4fede586d69566c,True,6f9b0909d065174b45ed664d67b8579bfc0eb7b2c6abc4388d5b89d5f2a14358,6f9b0909d065174b45ed664d67b8579bfc0eb7b2c6abc4388d5b89d5f2a14358,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D02,control,Human8,108,126,mode,mrm5,107,792013ffd7e644e365a0d96a546f5c0882d70a1e76d142bea4fede586d69566c,792013ffd7e644e365a0d96a546f5c0882d70a1e76d142bea4fede586d69566c,True,6f9b0909d065174b45ed664d67b8579bfc0eb7b2c6abc4388d5b89d5f2a14358,6f9b0909d065174b45ed664d67b8579bfc0eb7b2c6abc4388d5b89d5f2a14358,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D02,control,Human8,108,126,mode,mrm6,107,792013ffd7e644e365a0d96a546f5c0882d70a1e76d142bea4fede586d69566c,792013ffd7e644e365a0d96a546f5c0882d70a1e76d142bea4fede586d69566c,True,6f9b0909d065174b45ed664d67b8579bfc0eb7b2c6abc4388d5b89d5f2a14358,6f9b0909d065174b45ed664d67b8579bfc0eb7b2c6abc4388d5b89d5f2a14358,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D02,control,Human8,108,126,mode,early,107,792013ffd7e644e365a0d96a546f5c0882d70a1e76d142bea4fede586d69566c,792013ffd7e644e365a0d96a546f5c0882d70a1e76d142bea4fede586d69566c,True,6f9b0909d065174b45ed664d67b8579bfc0eb7b2c6abc4388d5b89d5f2a14358,6f9b0909d065174b45ed664d67b8579bfc0eb7b2c6abc4388d5b89d5f2a14358,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D02,control,Human8,108,126,mode,middle,107,792013ffd7e644e365a0d96a546f5c0882d70a1e76d142bea4fede586d69566c,792013ffd7e644e365a0d96a546f5c0882d70a1e76d142bea4fede586d69566c,True,6f9b0909d065174b45ed664d67b8579bfc0eb7b2c6abc4388d5b89d5f2a14358,6f9b0909d065174b45ed664d67b8579bfc0eb7b2c6abc4388d5b89d5f2a14358,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D02,control,Human8,108,126,mode,late,107,792013ffd7e644e365a0d96a546f5c0882d70a1e76d142bea4fede586d69566c,792013ffd7e644e365a0d96a546f5c0882d70a1e76d142bea4fede586d69566c,True,6f9b0909d065174b45ed664d67b8579bfc0eb7b2c6abc4388d5b89d5f2a14358,6f9b0909d065174b45ed664d67b8579bfc0eb7b2c6abc4388d5b89d5f2a14358,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D02,primary,Bolt,31,49,baseline,none,30,1aec4d39d3fd4a1854e91a367080695f091d94cb6813fb69b294aeda270f4318,1aec4d39d3fd4a1854e91a367080695f091d94cb6813fb69b294aeda270f4318,True,5126e39e729244af454899edc5e4612229a0eab074a15e72b6d6a02e4def9a64,5126e39e729244af454899edc5e4612229a0eab074a15e72b6d6a02e4def9a64,True,0.0,0.0,0.0,True,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D02,primary,Bolt,31,49,mode,mrm1,30,1aec4d39d3fd4a1854e91a367080695f091d94cb6813fb69b294aeda270f4318,1aec4d39d3fd4a1854e91a367080695f091d94cb6813fb69b294aeda270f4318,True,5126e39e729244af454899edc5e4612229a0eab074a15e72b6d6a02e4def9a64,5126e39e729244af454899edc5e4612229a0eab074a15e72b6d6a02e4def9a64,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D02,primary,Bolt,31,49,mode,mrm2,30,1aec4d39d3fd4a1854e91a367080695f091d94cb6813fb69b294aeda270f4318,1aec4d39d3fd4a1854e91a367080695f091d94cb6813fb69b294aeda270f4318,True,5126e39e729244af454899edc5e4612229a0eab074a15e72b6d6a02e4def9a64,5126e39e729244af454899edc5e4612229a0eab074a15e72b6d6a02e4def9a64,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
R3-D02,primary,Bolt,31,49,mode,mrm3,30,1aec4d39d3fd4a1854e91a367080695f091d94cb6813fb69b294aeda270f4318,1aec4d39d3fd4a1854e91a367080695f091d94cb6813fb69b294aeda270f4318,True,5126e39e729244af454899edc5e4612229a0eab074a15e72b6d6a02e4def9a64,5126e39e729244af454899edc5e4612229a0eab074a15e72b6d6a02e4def9a64,True,,,,,1e-06,False,tracker.state;tracker.frame_id;tracker.template_list;tracker.cache;tracker.spike_rate_dict_temp;tracker.last_template_refresh_frame;tracker.window_penalty;tracker.stage4a flags/records;network.current_image_idx;network.spike_rate_dict;encoder._stage4a flags/forward_id/current+completed records;MRM retriever capture flags/buffers;template_encoder.current_image_idx+spike_rate_dict_temp;Python+NumPy+Torch CPU+all CUDA RNG,PASS
