path,scope,size_bytes,sha256,committed_external,verification_status
screening/codex/artifacts/stage4B_discovery/no_ablation_parity.json,stage4b_parity_evidence,4077,bd3aeee2ced2112759086a58a7c50afaf78cc6cde45a0484e7a4ffcafc02d1e1,COMMIT_CANDIDATE,HASH_VERIFIED_REPOSITORY_BOUNDED;GIT_STATE=STAGED
screening/codex/artifacts/stage4B_discovery/pair_level_A.csv,stage4b_bounded_analysis_machine_file,3149,dc97bab518052707887ca3f457033e93fd38779f3d96b8854ea4f1c5de02c0e5,COMMIT_CANDIDATE,HASH_VERIFIED_REPOSITORY_BOUNDED;GIT_STATE=STAGED
screening/codex/artifacts/stage4B_discovery/pair_level_B.csv,stage4b_bounded_analysis_machine_file,14058,da74932ecc24da48f5c85a34d633d890190ca8a1dcc99e85d8dcad61f8a1cc0e,COMMIT_CANDIDATE,HASH_VERIFIED_REPOSITORY_BOUNDED;GIT_STATE=STAGED
screening/codex/artifacts/stage4B_discovery/provenance_environment.json,stage4b_machine_artifact,8902,d1dccc80eae6a7fbf9a8422da60bcbaafd433f7b8ac1aae0d2c5ce8a1d3997b2,COMMIT_CANDIDATE,HASH_VERIFIED_REPOSITORY_BOUNDED;GIT_STATE=STAGED
screening/codex/artifacts/stage4B_discovery/retriever_mlp_per_frame_metrics.csv,stage4b_bounded_per_frame_metrics,369539,e113b009c5528394bd0833f8b5984ce5e98554fa0a948077304d14af7919c981,COMMIT_CANDIDATE,HASH_VERIFIED_REPOSITORY_BOUNDED;GIT_STATE=STAGED
screening/codex/artifacts/stage4B_discovery/sensitivity_results.csv,stage4b_machine_artifact,68198,96af65329cc3e8bffa7da0999d3bd43cd23a21d0535e517c2655d22cf81cc441,COMMIT_CANDIDATE,HASH_VERIFIED_REPOSITORY_BOUNDED;GIT_STATE=STAGED
screening/codex/artifacts/stage4B_discovery/state_snapshot_parity.csv,stage4b_parity_evidence,182758,ce3710c1d3eaeb56f2b9a68faebdf6b60cbb2525dd5ee95076b1fe7530e51cdc,COMMIT_CANDIDATE,HASH_VERIFIED_REPOSITORY_BOUNDED;GIT_STATE=STAGED
screening/codex/artifacts/stage4B_discovery/t3_per_frame_metrics.csv,stage4b_bounded_per_frame_metrics,767396,9929d978c502ee7531748c789a061de60ab74e92c0c763a54ef505c98c1abb91,COMMIT_CANDIDATE,HASH_VERIFIED_REPOSITORY_BOUNDED;GIT_STATE=STAGED
screening/codex/scripts/2026-08-26_stage4B_analyze.py,stage4b_reproducibility_script,65876,2edbfe0ab3bcbaea4870ba31241eb7e0c4bbf56e245c50a5728002c0607cf03c,COMMIT_CANDIDATE,HASH_VERIFIED_REPOSITORY_BOUNDED;GIT_STATE=STAGED
screening/codex/scripts/2026-08-26_stage4B_execute_criterionA.py,stage4b_reproducibility_script,34954,04c4d6658521bbfe41d39b67bda78ba355504dcfd6e6efe8dab6292a7842e9ce,COMMIT_CANDIDATE,HASH_VERIFIED_REPOSITORY_BOUNDED;GIT_STATE=STAGED
screening/codex/scripts/2026-08-26_stage4B_execute_criterionB.py,stage4b_reproducibility_script,78260,0383f6b83e2cb80bd92f102cd7290201e46a027ce5b23c5572beb9d4e2b3d611,COMMIT_CANDIDATE,HASH_VERIFIED_REPOSITORY_BOUNDED;GIT_STATE=STAGED
screening/codex/scripts/2026-08-26_stage4B_execute_refinement.py,stage4b_reproducibility_script,68563,fb238b31922b74ec698f00dea2fd6c93b170a962826d75f20b1b9729f67fe245,COMMIT_CANDIDATE,HASH_VERIFIED_REPOSITORY_BOUNDED;GIT_STATE=STAGED
screening/codex/scripts/2026-08-26_stage4B_finalize_report.py,stage4b_reproducibility_script,211353,871188608085f785ea9290295ff2f3fe26e520b1f3eed3108672e6c230339a85,COMMIT_CANDIDATE,HASH_VERIFIED_REPOSITORY_BOUNDED;GIT_STATE=STAGED_AND_MODIFIED
F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\bounded_refinement\t1_retriever_mlp_raw_mrm.jsonl,external_raw_log,23582085,fcfefb21999b1b460479000ce0e8cb9c7e16d8ea93bdbe401be954b3925aa13a,EXTERNAL,RECORDED_HASH_NOT_REOPENED_BOUNDARY_SAFE
F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\bounded_refinement\t3_baseline_template_controls_raw_mrm.jsonl,external_raw_log,56532981,b9c83c4fe73aa54f303738af3cba3b2a7f954f13c719551b4b73a26e797d6e70,EXTERNAL,RECORDED_HASH_NOT_REOPENED_BOUNDARY_SAFE
F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionA\baseline_full_predictions\Basketball.csv,external_prediction,45439,878b0b8ee75e2a00edec5c991a5a4b02f1d692eb64aae5aae3cf33d7e4c2ef9c,EXTERNAL,VERIFIED
F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionA\baseline_full_predictions\Bolt.csv,external_prediction,4794,b25fe4f9c427bf87d446b7ac576b50e19d7e6777d081d059eeb0f0bd70968e69,EXTERNAL,VERIFIED
F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionA\baseline_full_predictions\Car4.csv,external_prediction,23121,26cb763cac4380e2565edbabcd92d64b29e22c315fbc2921140c20fdb6fd5f7c,EXTERNAL,VERIFIED
F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionA\baseline_full_predictions\CarDark.csv,external_prediction,14563,65017dbf93fa83b409c141d2b19c55984064c2c2fb5ba6f6f15fff8b96a14f95,EXTERNAL,VERIFIED
F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionA\baseline_full_predictions\CarScale.csv,external_prediction,10475,31b9da7e95a55ad7e106ee15a7fdeb58c722f7c079371cad9db3b9cb64db5292,EXTERNAL,VERIFIED
F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionA\baseline_full_predictions\Dancer.csv,external_prediction,9358,305da1fa63297e1dc85c3018e6ba36db7652e0db29e61ae9c5dddd8e496038ed,EXTERNAL,VERIFIED
F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionA\baseline_full_predictions\David2.csv,external_prediction,28009,4b99a85f5cd99a1afa00cbcc672cba29d8762c7da5fe990886e66241fd3e2eff,EXTERNAL,VERIFIED
F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionA\baseline_full_predictions\David3.csv,external_prediction,23449,a70a909e1365f303158a9a8d3cacd58be5aca29cd57e1ebbe6026699f73e7d2a,EXTERNAL,VERIFIED
F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionA\baseline_full_predictions\Freeman3.csv,external_prediction,27053,9f5dce8721b43f5c0f6bdae3ac27283d36fc83d8b287c3ab2aed757edd7f5b16,EXTERNAL,VERIFIED
F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionA\baseline_full_predictions\Human7.csv,external_prediction,3739,a20ca52b25e05aba6181662912046ead5e85e4f07a05645faee128d069e7f2d1,EXTERNAL,VERIFIED
F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionA\baseline_full_predictions\Human8.csv,external_prediction,12538,d13a543f42a4dcfe38f7183e658d29886e9eca0c52ef51af686c9c295d594cf9,EXTERNAL,VERIFIED
F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionA\baseline_full_predictions\Jogging_1.csv,external_prediction,17766,12019c05e5f0759154b81702b77d90b25910d5de6dd1ef78098b49d5e7672f75,EXTERNAL,VERIFIED
F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionA\baseline_full_predictions\Liquor.csv,external_prediction,59234,f3dc00c703f41f96c71c261c18b3d887759ec60076c82443ff4e43015fdfe74b,EXTERNAL,VERIFIED
F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionA\baseline_full_predictions\Shaking.csv,external_prediction,2510,a30b2d074521210d0648c9e9b5e4eb3185392547e705817fce6ae99c43d16504,EXTERNAL,VERIFIED
F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionA\baseline_full_predictions\Singer1.csv,external_prediction,2503,e385b4f4a075a55027e3f238505fb863cf330cae6a1bb04159e4497876a37595,EXTERNAL,VERIFIED
F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionA\baseline_full_predictions\Skating1.csv,external_prediction,13930,66ab7eaecb3a5b5309851842d52930d10a6771afd61e4dcb6cdf95d0d839afc2,EXTERNAL,VERIFIED
F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionA\baseline_full_predictions\Subway.csv,external_prediction,4364,e54bb27466e2173e8b7a13eab22f98ca052fa66794008a9782727cfff0030c12,EXTERNAL,VERIFIED
F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionA\baseline_full_predictions\Woman.csv,external_prediction,20383,18deb4c625c5e88e9f62c5f06bbf796cf6cec972553c095b92e5fd4ab585cebe,EXTERNAL,VERIFIED
F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionA\baseline_raw_mrm.jsonl,external_raw_log,10953239,9c48b8256309dd1127942befa79188b1b1547445263190dea7906fa8c3845696,EXTERNAL,RECORDED_HASH_NOT_REOPENED_BOUNDARY_SAFE
F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\criterionB\criterionB_raw_mrm.jsonl,external_raw_log,113160575,35957fe4b6a010ce5d0d40ff7c67d71c217f631ffd1da91f94ee9bc69dce148d,EXTERNAL,RECORDED_HASH_NOT_REOPENED_BOUNDARY_SAFE
F:\Q1_TrackingResearch_Data\Stage4B_SpikeTrack_Discovery_2026-08-26\parity_instrumented.json,external_raw_log,52236,4ada12ec9fdf6fa3be1d9e675de2028acc5d5e3c7584605219d32bb52ec04345,EXTERNAL,RECORDED_HASH_NOT_REOPENED_BOUNDARY_SAFE
