condition,mode,mrm_id,mrm_code_index,frame_records,physical_skip,timing_role,retriever_latency_mean_ms,retriever_latency_median_ms,retriever_latency_std_population_ms,retriever_latency_min_ms,retriever_latency_max_ms,mlp_latency_mean_ms,mlp_latency_median_ms,mlp_latency_std_population_ms,mlp_latency_min_ms,mlp_latency_max_ms,total_mrm_compute_latency_mean_ms,total_mrm_compute_latency_median_ms,total_mrm_compute_latency_std_population_ms,total_mrm_compute_latency_min_ms,total_mrm_compute_latency_max_ms,diagnostic_norm_fingerprint_overhead_mean_ms,diagnostic_norm_fingerprint_overhead_median_ms,diagnostic_norm_fingerprint_overhead_std_population_ms,diagnostic_norm_fingerprint_overhead_min_ms,diagnostic_norm_fingerprint_overhead_max_ms,total_instrumented_mrm_latency_mean_ms,total_instrumented_mrm_latency_median_ms,total_instrumented_mrm_latency_std_population_ms,total_instrumented_mrm_latency_min_ms,total_instrumented_mrm_latency_max_ms,total_tracker_model_forward_mean_ms,total_tracker_model_forward_median_ms,total_tracker_model_forward_std_population_ms,total_tracker_model_forward_min_ms,total_tracker_model_forward_max_ms
mlp_only_bypass,mlp_only_bypass,MRM5,4,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,9.198827993436472,8.269199999631383,3.3170226088012487,3.7053999985801056,44.7169999970356,2.5188470489538273,2.18719999975292,1.1609377903547704,1.165200003015343,12.578299996675923,12.032035413290147,10.827400001289789,4.181639214525095,5.207200003496837,56.701699999393895,1.5123234402511425,1.338699999905657,0.592333834972395,0.9261000013793819,7.771700002194848,13.547225969644895,12.196399999083951,4.492682884964814,6.350000003294554,60.998300003120676,263.1234010119629,238.44430000463035,81.60360012688827,153.65890000248328,1151.8159999977797
mlp_only_bypass,mlp_only_bypass,MRM6,5,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,9.31358010127807,8.400899998378009,3.691892001787392,4.426200001034886,51.51919999480015,2.5182279931551355,2.1393999995780177,1.2722400790046497,1.2920000008307397,19.625500004622154,12.15722664420304,10.98679999995511,4.570181919600493,6.004800001392141,56.01820000447333,1.5608738617499203,1.3471999991452321,0.684855107088428,0.7468000039807521,10.849199999938719,13.720882630650905,12.297500004933681,5.0711323352293896,6.990099995164201,63.86750000092434,263.1234010119629,238.44430000463035,81.60360012688827,153.65890000248328,1151.8159999977797
t3_baseline,t3_baseline,MRM1,0,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,34.96349021922422,32.49929999583401,10.351758579461775,17.229600001883227,100.84610000194516,3.4319902189616993,2.730599997448735,2.253995176043314,1.5828999967197888,28.13080000487389,38.90917166935211,35.89579999970738,11.288342347977093,20.15419999952428,107.1762999999919,6.371763912224408,5.098399997223169,3.656108411009537,3.0083000019658357,46.55970000021625,45.284651264580305,42.32320000301115,12.898352348984846,24.96919999975944,138.06520000071032,538.2510202363316,498.61029999738093,151.15478429962334,328.0483000053209,1731.988100000308
t3_baseline,t3_baseline,MRM2,1,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,34.5556770657155,32.27329999936046,9.965762861917169,18.761100000119768,115.81280000245897,3.5137843168515346,2.7336999992257915,2.147555380841773,1.3948999985586852,17.553500001668,38.52080185498636,35.99509999912698,10.942080934283016,20.657000000937842,134.74900000437628,5.865196627206452,4.783500000485219,3.169433528124501,2.6496999998926185,32.92420000070706,44.38941045533946,41.524400003254414,12.55888982193063,25.253200001316145,151.44900000450434,538.2510202363316,498.61029999738093,151.15478429962334,328.0483000053209,1731.988100000308
t3_baseline,t3_baseline,MRM3,2,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,34.87101079260569,31.70949999912409,13.277120454266624,16.944299997703638,142.26960000087274,3.7484291737519704,2.8106999961892143,2.7318722238028657,1.4698999948450364,37.017199996626005,39.04420252959381,35.18610000173794,14.775936216576511,19.917600002372637,154.45570000156295,6.5125101179805815,5.186900001717731,3.5951455053695067,2.8439000016078353,34.79030000016792,45.56096053962656,41.51999999885447,16.7189376997922,23.046399997838307,169.86720000568312,538.2510202363316,498.61029999738093,151.15478429962334,328.0483000053209,1731.988100000308
t3_baseline,t3_baseline,MRM4,3,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,35.9415217537288,32.80290000111563,13.185435500606285,16.604299999016803,131.4353000052506,3.8583861719961217,2.9654999962076545,2.934573155638933,1.3612000038847327,29.951700002129655,40.28987116366861,36.329599999589846,14.854220367899826,18.263100006151944,159.80589999526273,6.537614671280215,5.454199999803677,3.513294805784987,2.973900001961738,31.599900001310743,46.83130860044164,43.004899998777546,16.773824250348603,21.52120000391733,191.41129999479745,538.2510202363316,498.61029999738093,151.15478429962334,328.0483000053209,1731.988100000308
t3_baseline,t3_baseline,MRM5,4,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,35.309648397997016,31.9859999945038,13.845994266722851,17.89699999790173,165.62929999781772,3.9241934234374964,3.173400000378024,2.7689903382413177,1.3905000014347024,28.26249999634456,39.75245379433009,35.388999996939674,15.12286910500993,19.567000003007706,172.77470000408357,6.776385834686671,5.678500005160458,3.889491413454106,2.9495999988284893,46.36419999587815,46.53244148399489,42.390000002342276,17.24737180899652,23.096800003258977,198.30019999790238,538.2510202363316,498.61029999738093,151.15478429962334,328.0483000053209,1731.988100000308
t3_baseline,t3_baseline,MRM6,5,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,35.74652984839403,32.21460000349907,17.72247065194906,16.980300002614968,300.12909999641124,3.666341989921503,2.9903999966336414,2.140070707523297,1.3641999976243824,19.565300004614983,39.97424721752828,35.782600003585685,19.03569290186846,18.579600000521168,311.166300001787,6.758657335822488,5.54790000023786,3.714953665505647,2.9346999945119023,40.469400002621114,46.73691989875475,42.30249999818625,20.582854017624395,21.5161000014632,317.9820000004838,538.2510202363316,498.61029999738093,151.15478429962334,328.0483000053209,1731.988100000308
t3_template_path_1_zero_contribution,t3_template_path_1_zero_contribution,MRM1,0,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,34.40612630713374,32.40209999785293,10.731616973201538,18.817500000295695,126.70409999554977,3.394970826303149,2.644499996677041,2.8041092584345075,1.633700005186256,50.626799995370675,38.2621011805564,35.688700001628604,11.837231573787824,20.783600004506297,133.58400000288384,5.768919392733998,4.820499998459127,2.7295829604638824,2.7897999971173704,23.617400001967326,44.03444907259073,41.22440000355709,12.995627155401397,23.941200000990648,143.22230000107083,522.9349993254705,486.0149000014644,147.53957565312524,308.1862999970326,1434.6148999975412
t3_template_path_1_zero_contribution,t3_template_path_1_zero_contribution,MRM2,1,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,33.73180590216359,31.369100004667416,12.819367467094061,16.782799997599795,209.57110000017565,3.4173099494607517,2.6884000035352074,2.2292660097930272,1.3592000032076612,21.58190000045579,37.62368414847997,34.70480000396492,13.77870531177937,18.341499999223743,214.33459999389015,5.510313490854359,4.601000000548083,2.726601160040229,2.59580000420101,32.194899999012705,43.13732445187555,40.09729999961564,14.754777094693972,21.53829999588197,222.12219999346416,522.9349993254705,486.0149000014644,147.53957565312524,308.1862999970326,1434.6148999975412
t3_template_path_1_zero_contribution,t3_template_path_1_zero_contribution,MRM3,2,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,33.31707892096026,30.83389999665087,13.133070752574017,15.6079000007594,138.1517999980133,3.62579089368169,2.7212999993935227,2.713946926592377,1.293299996177666,23.94569999887608,37.42104637439808,34.19279999798164,14.424199268644589,17.72239999991143,155.16979999665637,6.213368802641764,4.800599999725819,3.899496959595871,2.736800001002848,44.894799997564405,43.63821113011352,39.94560000137426,16.779295852861996,21.342600004572887,176.2696000005235,522.9349993254705,486.0149000014644,147.53957565312524,308.1862999970326,1434.6148999975412
t3_template_path_1_zero_contribution,t3_template_path_1_zero_contribution,MRM4,3,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,34.58689089367224,31.87199999956647,12.185861862788183,17.237100000784267,99.43429999839282,3.6013080945917135,2.767199999652803,2.2071773412844897,1.4061000038054772,14.857999995001592,38.596063069144755,35.21729999920353,13.321373106170359,18.966800002090167,113.22080000536516,6.221009780632502,5.15080000332091,3.283784788261133,2.875799997127615,29.97670000331709,44.82064300160441,41.22159999678843,15.173646646503805,22.298100004263688,135.66110000101617,522.9349993254705,486.0149000014644,147.53957565312524,308.1862999970326,1434.6148999975412
t3_template_path_1_zero_contribution,t3_template_path_1_zero_contribution,MRM5,4,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,34.83049342337416,31.541500000457745,14.40799604069873,16.389199998229742,159.5145999963279,3.7307349074830993,2.8543000007630326,2.7719351485117127,1.3997999994899146,24.916599999414757,39.07852428339759,34.70709999965038,15.941220025532662,18.25019999523647,185.57599999621743,6.552751602076993,5.435899998701643,4.082297903900025,2.9049999939161353,52.27110000123503,45.63487537942287,41.42850000062026,18.445863249473852,21.2381999954232,222.16369999659946,522.9349993254705,486.0149000014644,147.53957565312524,308.1862999970326,1434.6148999975412
t3_template_path_1_zero_contribution,t3_template_path_1_zero_contribution,MRM6,5,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,34.498901517576265,31.654800004616845,13.644483997007121,15.978200004610699,150.43519999744603,3.677005396312606,2.9636999970534816,2.361716751723158,1.3728999983868562,29.07460000278661,38.716120741856315,35.25870000157738,14.921331525162396,17.9504999978235,165.84620000503492,6.341592242584358,5.252299997664522,3.1394540170757685,2.952700000605546,27.32349999860162,45.06125935911317,41.06569999567,16.597483497625742,21.224399999482557,181.86200000491226,522.9349993254705,486.0149000014644,147.53957565312524,308.1862999970326,1434.6148999975412
t3_template_path_2_zero_contribution,t3_template_path_2_zero_contribution,MRM1,0,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,34.608684316879994,32.01950000220677,12.041354393129813,19.110599998384714,153.98450000066077,3.408525126504643,2.699099997698795,2.2758731627024886,1.632300001801923,21.67370000097435,38.45842900489846,35.717500002647284,13.005340322701434,21.130100001755636,160.91610000148648,6.029408769038134,4.86079999973299,3.821507276357161,2.7714999960153364,45.145800002501346,44.4914726811853,41.07540000404697,14.431042929725567,24.457200001052115,175.00529999961145,531.049094940918,495.6663999982993,180.3198235513159,304.5391000050586,2326.250099999015
t3_template_path_2_zero_contribution,t3_template_path_2_zero_contribution,MRM2,1,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,33.95578988184732,31.449000001884997,12.670519420483235,16.637399996398017,146.39680000254884,3.5505811129732003,2.753800006757956,2.5560371881601753,1.3112000015098602,24.684999996679835,37.92679510944832,35.16279999894323,14.115439310746806,18.23020000301767,166.79519999888726,5.877255480477848,4.721500001323875,3.457272375406013,2.6816000026883557,38.09400000318419,43.80778414844863,40.45620000397321,15.88348365919036,21.259200002532452,188.13799999770708,531.049094940918,495.6663999982993,180.3198235513159,304.5391000050586,2326.250099999015
t3_template_path_2_zero_contribution,t3_template_path_2_zero_contribution,MRM3,2,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,33.83544418209607,30.643300000519957,13.11455996595274,17.41570000012871,130.9696999960579,3.560382799410028,2.7860000045620836,2.537733679048091,1.370199999655597,33.66890000324929,37.85614637421636,34.27690000535222,14.793975579719495,20.00180000322871,177.4001000012504,6.431546711717641,5.246200002147816,3.9922325016073374,2.899200000683777,58.310599997639656,44.29119325445976,41.01190000073984,17.205663381466366,23.765600002661813,235.71670000092126,531.049094940918,495.6663999982993,180.3198235513159,304.5391000050586,2326.250099999015
t3_template_path_2_zero_contribution,t3_template_path_2_zero_contribution,MRM4,3,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,35.31353912290938,32.11359999841079,17.066604218666328,17.668899999989662,239.43839999992633,3.682309612222479,2.9434999960358255,2.7706647500757953,1.3890999980503693,32.378700001572724,39.454012141676564,35.66790000331821,18.848714511615988,19.33909999934258,272.3617000010563,6.645862900547551,5.30560000333935,4.679719236731702,2.9792000059387647,50.325900003372226,46.105598482333455,41.40229999757139,21.37194474081423,22.58149999397574,291.01490000175545,531.049094940918,495.6663999982993,180.3198235513159,304.5391000050586,2326.250099999015
t3_template_path_2_zero_contribution,t3_template_path_2_zero_contribution,MRM5,4,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,34.86391163576774,31.592200000886805,14.996719890732777,17.083200000342913,199.17159999749856,3.9326951096440403,3.069799997319933,4.034617497798108,1.44680000084918,83.68650000193156,39.31090000002246,35.21979999641189,17.16515187331308,18.797500000800937,210.21260000270559,6.5981586847718745,5.274399998597801,3.7767936107723985,2.955900003144052,38.465600002382416,45.9127549745613,41.76739999820711,19.44442407709038,21.754900000814814,248.68279999645893,531.049094940918,495.6663999982993,180.3198235513159,304.5391000050586,2326.250099999015
t3_template_path_2_zero_contribution,t3_template_path_2_zero_contribution,MRM6,5,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,34.95776357505554,31.521899996732827,17.475607912070203,16.354300001694355,241.35580000438495,3.7835384485335166,2.9677000056835823,2.8459970524441256,1.323299999057781,30.664700003399048,39.24211045518499,35.274599998956546,18.55944241570262,18.15830000123242,246.15219999395777,6.608089038592855,5.428999997093342,5.657408055289923,2.9601000060210936,89.26680000149645,45.85382984794577,40.9979000032763,22.429018322081937,21.144699996511918,278.9128000003984,531.049094940918,495.6663999982993,180.3198235513159,304.5391000050586,2326.250099999015
t3_template_path_3_zero_contribution,t3_template_path_3_zero_contribution,MRM1,0,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,36.55040573375015,32.881999999517575,17.26728676758108,18.098400003509596,234.00369999581017,3.707698145068057,2.7560000016819686,2.9705439284819772,1.651899998250883,32.92630000214558,40.794088532717254,36.36189999815542,19.26964852751197,20.741399996040855,244.7186999997939,6.401976897083042,5.045500001870096,4.050061475669726,2.9301999966264702,33.22850000404287,47.19949443505576,41.916200003470294,21.54639946297205,24.377999994612765,251.1272000047029,552.9549467117688,493.3400999943842,228.96278791865942,306.5012000006391,2492.7043999996386
t3_template_path_3_zero_contribution,t3_template_path_3_zero_contribution,MRM2,1,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,35.71149207416576,31.669199997850228,18.38452522367964,15.626400003384333,260.30380000156583,3.6988266443528044,2.784899996186141,2.6155627448605103,1.3801000022795051,21.04010000039125,39.89939409788177,35.34139999828767,19.969035781562052,18.458600003214087,281.00500000437023,6.155814671087782,4.723599995486438,4.921544534856774,2.7904000016860664,75.10049999837065,46.058915345811776,40.8090999990236,23.657307129742865,22.371200000634417,356.1122000028263,552.9549467117688,493.3400999943842,228.96278791865942,306.5012000006391,2492.7043999996386
t3_template_path_3_zero_contribution,t3_template_path_3_zero_contribution,MRM3,2,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,35.20407976392122,31.497700001636986,16.476389056057442,15.618400000676047,172.92579999775626,3.9835212480865376,2.904799999669194,3.7692842377157527,1.4097000021138228,45.72390000248561,39.66971045541512,35.07829999580281,18.886222104253072,19.56159999826923,219.84840000368422,6.824477571658072,5.179400002816692,4.832562618149502,2.693800000997726,47.72860000230139,46.49771214174478,41.041899996344,22.084721767091324,22.686399999656714,252.84810000448488,552.9549467117688,493.3400999943842,228.96278791865942,306.5012000006391,2492.7043999996386
t3_template_path_3_zero_contribution,t3_template_path_3_zero_contribution,MRM4,3,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,35.9414596964851,32.025499996962026,16.93035644596372,17.31119999749353,177.75519999850076,4.2005271500448265,3.0483999944408424,3.788483148527028,1.3916000025346875,40.97219999675872,40.63044502545136,35.60250000009546,18.53369173795958,19.54210000258172,187.16590000258293,6.689783811084706,5.224900000030175,4.050096566971894,2.8775999962817878,29.959400002553593,47.32377082651774,41.7989999987185,20.886313036704543,22.55130000412464,199.38309999997728,552.9549467117688,493.3400999943842,228.96278791865942,306.5012000006391,2492.7043999996386
t3_template_path_3_zero_contribution,t3_template_path_3_zero_contribution,MRM5,4,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,35.88064215838509,31.548099999781698,17.90097627277439,15.602200001012534,240.80240000330377,4.008988533063021,3.111700003501028,2.961433962339231,1.399900000251364,27.56260000023758,40.462046542941984,35.463200001686346,19.726715486854722,18.185699998866767,269.4995999991079,6.723735581977551,5.3568000002997,4.164608090467537,2.9980000035720877,40.71079999994254,47.18945210794029,41.31760000018403,22.697123378122022,21.188300001085736,310.2160999987973,552.9549467117688,493.3400999943842,228.96278791865942,306.5012000006391,2492.7043999996386
t3_template_path_3_zero_contribution,t3_template_path_3_zero_contribution,MRM6,5,593,False,SYNCHRONIZED_DESKTOP_CHARACTERIZATION_ONLY_NOT_JETSON_EVIDENCE,36.33314198995188,31.39839999494143,19.12785972243057,15.478100001928397,185.20629999693483,4.033729005247197,3.0302000013762154,3.3418070913757694,1.4221000019460917,33.846900005300995,40.898362562893915,35.103299996990245,21.1172495923404,17.191999999340624,222.73169999971287,6.834962563249589,5.305500002577901,4.788742543663209,2.9317000007722527,66.06699999974808,47.73719544665726,41.495199999189936,24.351211108768812,20.370500002172776,288.80810000555357,552.9549467117688,493.3400999943842,228.96278791865942,306.5012000006391,2492.7043999996386
