pair_id,side,sequence,frame_index,pred_x_float,pred_y_float,pred_w_float,pred_h_float,pred_x_int,pred_y_int,pred_w_int,pred_h_int,gt_x,gt_y,gt_w,gt_h,iou,iou_float,failure,success_at_0_5,center_error,score_map_max,confidence_score,model_forward_ms,initialization_frame,evaluator_first_frame_override,tracker_mode,ablation_control,physical_skip
R3-D01,primary,Basketball,433,99.59300994873053,95.07244110107422,123.781005859375,142.008056640625,99,95,123,142,178.0,237.0,34.0,81.0,0.0,0.00013463039256312803,1,0,116.71546598459007,0.38349029421806335,0.2775230407714844,213.86670001083985,False,False,T1,none,False
R3-D01,primary,Basketball,434,111.61987304687506,87.60246276855469,140.33543395996094,152.41700744628906,111,87,140,152,181.0,236.0,34.0,81.0,0.004262075881664717,0.005692625911455196,1,0,114.76606641337848,0.3695717453956604,0.34017348289489746,217.8779000241775,False,False,T1,none,False
R3-D01,primary,Basketball,435,118.05888748168951,120.711181640625,81.45191192626953,104.44731140136719,118,120,81,104,182.0,235.0,34.0,81.0,0.0,0.0,1,0,111.14180131705622,0.41459953784942627,0.4075702428817749,207.96850000624545,False,False,T1,none,False
R3-D02,primary,Bolt,31,229.76165008544922,164.9079418182373,32.418182373046875,63.763553619384766,229,164,32,63,329.0,152.0,26.0,61.0,0.0,0.0,1,0,97.86725703727473,0.5710949301719666,0.5614123344421387,197.67719999072142,False,False,T1,none,False
R3-D02,primary,Bolt,32,230.90678596496582,163.1867561340332,33.736812591552734,65.36588287353516,230,163,33,65,330.0,153.0,26.0,61.0,0.0,0.0,1,0,97.24325169388362,0.539226233959198,0.530083954334259,199.47369999135844,False,False,T1,none,False
R3-D02,primary,Bolt,33,229.3587408065796,164.99927520751953,30.855745315551758,62.516448974609375,229,164,30,62,331.0,152.0,26.0,61.0,0.0,0.0,1,0,100.77822185373186,0.6683167219161987,0.6569858193397522,200.71820000885054,False,False,T1,none,False
R3-D02,primary,Bolt,34,231.75407600402832,164.7424659729004,31.251750946044922,63.968849182128906,231,164,31,63,333.0,152.0,26.0,61.0,0.0,0.0,1,0,100.34565262132685,0.6244716048240662,0.6138840317726135,194.48899998678826,False,False,T1,none,False
R3-D02,primary,Bolt,35,233.71285724639893,166.92733573913574,28.699377059936523,61.759708404541016,233,166,28,61,333.0,150.0,26.0,61.0,0.0,0.0,1,0,100.2845950283492,0.786070704460144,0.7727433443069458,192.09090000367723,False,False,T1,none,False
R3-D02,primary,Bolt,36,231.42708683013916,168.50043296813965,29.455228805541992,57.93570327758789,231,168,29,57,333.0,150.0,26.0,61.0,0.0,0.0,1,0,101.7656621852381,0.7635622620582581,0.7506164908409119,191.9155000068713,False,False,T1,none,False
R3-D02,primary,Bolt,37,226.90012550354004,163.53845024108887,39.47101974487305,62.91444778442383,226,163,39,62,333.0,150.0,26.0,61.0,0.0,0.0,1,0,101.40266268693343,0.6240739226341248,0.6134930849075317,216.39909999794327,False,False,T1,none,False
R3-D02,primary,Bolt,38,231.49182319641113,164.59922409057617,33.32920455932617,54.789955139160156,231,164,33,54,332.0,152.0,26.0,61.0,0.0,0.0,1,0,97.8698114844409,0.5754750967025757,0.5657182335853577,231.85179999563843,False,False,T1,none,False
R3-D02,primary,Bolt,39,235.1660032272339,167.17580223083496,30.363916397094727,62.151554107666016,235,167,30,62,333.0,151.0,26.0,61.0,0.0,0.0,1,0,97.40764857032532,0.5297752618789673,0.48592719435691833,244.21509998501278,False,False,T1,none,False
R3-D02,primary,Bolt,40,230.9418182373047,166.04047012329102,33.530548095703125,61.61078643798828,230,166,33,61,333.0,151.0,26.0,61.0,0.0,0.0,1,0,100.62430123980985,0.6491469740867615,0.6381410360336304,201.5972000081092,False,False,T1,none,False
R3-D02,primary,Bolt,41,232.07039833068848,164.22334480285645,32.99435043334961,61.48972702026367,232,164,32,61,336.0,150.0,26.0,61.0,0.0,0.0,1,0,101.96568050084302,0.5974493026733398,0.5873199105262756,191.69690000126138,False,False,T1,none,False
R3-D02,primary,Bolt,42,236.15936374664307,164.0276107788086,26.920469284057617,61.51179504394531,236,164,26,61,333.0,150.0,26.0,61.0,0.0,0.0,1,0,98.00510190801293,0.6330530643463135,0.6223199963569641,193.53489999775775,False,False,T1,none,False
R3-D02,primary,Bolt,43,233.70136547088623,164.80437660217285,30.2148380279541,58.54197311401367,233,164,30,58,332.0,150.0,26.0,61.0,0.0,0.0,1,0,97.80209609205725,0.7261438369750977,0.7138324975967407,209.6208999864757,False,False,T1,none,False
R3-D02,primary,Bolt,44,234.1877851486206,165.56463623046875,28.199609756469727,58.64826965332031,234,165,28,58,333.0,151.0,26.0,61.0,0.0,0.0,1,0,98.79397754924133,0.688711941242218,0.6770352125167847,199.08250001026317,False,False,T1,none,False
R3-D02,primary,Bolt,45,234.24505424499512,163.8156681060791,29.506534576416016,62.8888053894043,234,163,29,62,333.0,150.0,26.0,61.0,0.0,0.0,1,0,98.43017829913751,0.786070704460144,0.7727433443069458,196.72079998417757,False,False,T1,none,False
R3-D02,primary,Bolt,46,228.6269245147705,162.25727081298828,33.33784103393555,61.25669860839844,228,162,33,61,333.0,150.0,26.0,61.0,0.0,0.0,1,0,102.20689800595653,0.5780314207077026,0.5682312250137329,199.95020001078956,False,False,T1,none,False
R3-D02,primary,Bolt,47,222.8105754852295,162.0037498474121,36.6492805480957,63.468040466308594,222,162,36,63,334.0,150.0,26.0,61.0,0.0,0.0,1,0,107.78682665335315,0.5955930948257446,0.5854951739311218,205.3470999817364,False,False,T1,none,False
R3-D02,primary,Bolt,48,229.00458526611328,166.59615325927734,32.140716552734375,52.67723083496094,229,166,32,52,333.0,150.0,26.0,61.0,0.0,0.0,1,0,101.65259465453894,0.4925229847431183,0.4841725528240204,188.17810001200996,False,False,T1,none,False
R3-D02,primary,Bolt,49,229.83587074279785,162.58479690551758,30.99197006225586,66.34070587158203,229,162,30,66,333.0,151.0,26.0,61.0,0.0,0.0,1,0,102.8895038378551,0.4914114773273468,0.47389230132102966,199.74460001685657,False,False,T1,none,False
R3-D05,primary,Car4,113,75.51532363891616,54.273967742920064,90.96712493896484,77.06153106689453,75,54,90,77,76.0,59.0,88.0,69.0,0.8761904761904762,0.8661830095969721,0,1,1.0,0.8111338019371033,0.7973815202713013,324.1359999810811,False,False,T1,none,False
R3-D05,primary,Car4,114,78.52851104736342,55.17103195190444,87.75511169433594,76.25141143798828,78,55,87,76,74.0,57.0,92.0,74.0,0.9220853623603552,0.9212031651148478,0,1,1.8027756377319946,0.8111338019371033,0.7973815202713013,386.9268999842461,False,False,T1,none,False
R3-D05,primary,Car4,115,79.11678695678725,56.37276840209975,90.41580963134766,76.59449005126953,79,56,90,76,78.0,57.0,87.0,73.0,0.9081440763778389,0.8947600204255143,0,1,2.5495097567963922,0.8111338019371033,0.7973815202713013,310.84680001367815,False,False,T1,none,False
R3-D05,primary,Car4,116,78.01797485351577,57.45135116577163,87.231201171875,75.79618072509766,78,57,87,75,75.0,59.0,92.0,73.0,0.9217706821480406,0.914936233335665,0,1,1.118033988749895,0.8111338019371033,0.7973815202713013,318.2092999923043,False,False,T1,none,False
R3-D05,primary,Car4,117,78.07069778442397,57.764507293701314,89.86449432373047,76.12744903564453,78,57,89,76,75.0,60.0,93.0,74.0,0.9087984333473214,0.9375074238555676,0,1,2.23606797749979,0.8111338019371033,0.7973815202713013,256.89769999007694,False,False,T1,none,False
R3-D05,primary,Car4,118,78.22391891479506,60.353599548339986,89.68653106689453,71.66307067871094,78,60,89,71,77.0,60.0,89.0,70.0,0.9641571450931288,0.9341929979460809,0,1,1.118033988749895,0.8111338019371033,0.7973815202713013,245.59599999338388,False,False,T1,none,False
R3-D05,primary,Car4,119,77.16508483886733,56.586326599121236,88.4862060546875,74.95985412597656,77,56,88,74,76.0,61.0,91.0,73.0,0.8572638712409996,0.8875126474667622,0,1,4.527692569068709,0.8111338019371033,0.7973815202713013,255.75820001540706,False,False,T1,none,False
R3-D05,primary,Car4,120,78.84244918823256,60.877456665039205,90.62036895751953,70.18557739257812,78,60,90,70,76.0,63.0,93.0,71.0,0.8773461370580532,0.8988625247092068,0,1,3.5355339059327378,0.8111338019371033,0.7973815202713013,320.2719000109937,False,False,T1,none,False
R3-D05,primary,Car4,121,77.9547615051271,57.90265655517592,90.42198944091797,79.21556091308594,77,57,90,79,76.0,64.0,93.0,67.0,0.8247845711940911,0.8258779367539126,0,1,1.118033988749895,0.8111338019371033,0.7973815202713013,316.81639997987077,False,False,T1,none,False
R3-D05,primary,Car4,122,80.84782409667983,62.30862808227553,84.86819458007812,74.20665740966797,80,62,84,74,76.0,65.0,93.0,71.0,0.8700218818380744,0.8764387326912192,0,1,1.5811388300841898,0.8111338019371033,0.7973815202713013,334.06699998886324,False,False,T1,none,False
R3-D05,primary,Car4,123,75.64179992675795,58.56808471679702,96.12606811523438,76.55862426757812,75,58,96,76,77.0,64.0,95.0,68.0,0.8680065181966322,0.8737842256294341,0,1,2.5,0.8111338019371033,0.7973815202713013,456.9076999905519,False,False,T1,none,False
R3-D05,primary,Car4,124,79.77570343017592,61.09825134277358,87.99177551269531,72.2401123046875,79,61,87,72,78.0,64.0,91.0,71.0,0.8930377863731033,0.9084136296980437,0,1,2.692582403567252,0.8111338019371033,0.7973815202713013,365.367900027195,False,False,T1,none,False
R3-D05,primary,Car4,125,79.4115486145021,62.35480117797866,92.4520492553711,72.39818572998047,79,62,92,72,80.0,63.0,88.0,72.0,0.930870083432658,0.940308399054165,0,1,1.4142135623730951,0.8111338019371033,0.7973815202713013,316.7652999982238,False,False,T1,none,False
R3-D05,primary,Car4,126,79.22294235229506,58.717693328857564,90.41580963134766,76.59449005126953,79,58,90,76,78.0,62.0,95.0,74.0,0.8768606224627875,0.904706744059371,0,1,3.3541019662496847,0.8111338019371033,0.7973815202713013,283.95699997781776,False,False,T1,none,False
R3-D05,primary,Car4,127,81.05145263671889,61.05451202392592,90.654541015625,74.70927429199219,81,61,90,74,80.0,64.0,93.0,72.0,0.917312661498708,0.9343232349855419,0,1,2.0615528128088303,0.8111338019371033,0.7973815202713013,294.38460001256317,False,False,T1,none,False
R3-D05,primary,Car4,128,85.29239273071303,63.54245758056655,86.03331756591797,72.49668884277344,85,63,86,72,80.0,65.0,93.0,71.0,0.888560885608856,0.9073943387114223,0,1,2.1213203435596424,0.8111338019371033,0.7973815202713013,413.16910000750795,False,False,T1,none,False
R3-D05,primary,Car4,129,81.37719345092788,63.82259750366225,89.8221206665039,75.22049713134766,81,63,89,75,83.0,68.0,86.0,69.0,0.8889887640449439,0.8782699796003979,0,1,2.0615528128088303,0.8111338019371033,0.7973815202713013,289.2011000076309,False,False,T1,none,False
R3-D05,primary,Car4,130,84.13566589355483,65.04095840454116,85.77261352539062,72.2770004272461,84,65,85,72,83.0,64.0,87.0,75.0,0.9379310344827586,0.9500976589150456,0,1,0.5,0.8111338019371033,0.7973815202713013,253.86610001442023,False,False,T1,none,False
R3-D05,primary,Car4,131,83.8392601013185,63.5561904907228,86.8322525024414,73.55873107910156,83,63,86,73,85.0,66.0,86.0,75.0,0.8586448598130841,0.9032988973665533,0,1,4.47213595499958,0.8111338019371033,0.7973815202713013,264.6250000107102,False,False,T1,none,False
R3-D05,primary,Car4,132,85.84405517578139,64.8413467407228,88.21054077148438,74.72633361816406,85,64,88,74,85.0,65.0,87.0,76.0,0.9376937841429204,0.9476704745876878,0,1,2.0615528128088303,0.8111338019371033,0.7973815202713013,316.2261999968905,False,False,T1,none,False
R3-D05,primary,Car4,133,85.26852798461928,61.40110778808608,85.64678192138672,79.75848388671875,85,61,85,79,85.0,65.0,86.0,73.0,0.9141131408367708,0.9118213194319811,0,1,1.118033988749895,0.8111338019371033,0.7973815202713013,284.13099999306723,False,False,T1,none,False
R3-D05,primary,Car4,134,85.34679794311538,63.41297531127944,83.05472564697266,72.62866973876953,85,63,83,72,85.0,66.0,87.0,71.0,0.8912231559290383,0.9101083884109124,0,1,3.2015621187164243,0.8111338019371033,0.7973815202713013,289.5594999718014,False,False,T1,none,False
R3-D05,primary,Car4,135,86.7342796325685,63.75900268554702,88.40088653564453,74.03030395507812,86,63,88,74,83.0,65.0,91.0,71.0,0.9290706319702602,0.9098885147946159,0,1,1.5811388300841898,0.8111338019371033,0.7973815202713013,329.7160000074655,False,False,T1,none,False
R3-D05,primary,Car4,136,87.91796875000014,64.53426742553725,82.8759765625,68.04010772705078,87,64,82,68,87.0,66.0,85.0,67.0,0.9237071172555044,0.9485843721250153,0,1,2.1213203435596424,0.8111338019371033,0.7973815202713013,254.30100000812672,False,False,T1,none,False
R3-D05,primary,Car4,137,84.43607711792006,64.26422882080092,92.82511138916016,69.59922790527344,84,64,92,69,87.0,66.0,86.0,67.0,0.9076874606175174,0.8918736910658818,0,1,1.0,0.8111338019371033,0.7973815202713013,225.512200006051,False,False,T1,none,False
R3-D05,control,Car4,221,154.3875732421876,67.68603897094737,65.30381774902344,58.88220977783203,154,67,65,58,151.0,68.0,70.0,56.0,0.8987654320987655,0.8901700530261439,0,1,0.5,0.8111338019371033,0.7973815202713013,224.31290001259185,False,False,T1,none,False
R3-D05,control,Car4,222,152.26944732666027,65.76736068725594,68.14729309082031,60.118736267089844,152,65,68,60,155.0,68.0,63.0,55.0,0.8492647058823529,0.8457554136403966,0,1,0.7071067811865476,0.800176203250885,0.7866096496582031,232.61149998870678,False,False,T1,none,False
R3-D05,control,Car4,223,152.86409759521496,68.07347869873055,69.96461486816406,57.65850830078125,152,68,69,57,153.0,68.0,70.0,55.0,0.9250556517437546,0.9473500889029205,0,1,1.8027756377319946,0.800176203250885,0.7866096496582031,205.05109999794513,False,False,T1,none,False
R3-D05,control,Car4,224,156.4059524536134,69.77227401733407,63.98475646972656,55.952598571777344,156,69,63,55,155.0,69.0,67.0,54.0,0.9242053789731052,0.8980613094557535,0,1,1.118033988749895,0.8111338019371033,0.7973815202713013,204.05520001077093,False,False,T1,none,False
R3-D05,control,Car4,225,155.13764953613293,66.62329673767098,68.21932983398438,57.12948989868164,155,66,68,57,155.0,69.0,68.0,51.0,0.8947368421052632,0.8864407323256089,0,1,0.0,0.8111338019371033,0.7973815202713013,194.01939999079332,False,False,T1,none,False
R3-D05,control,Car4,226,159.24349021911632,69.43451690673837,61.089847564697266,53.165557861328125,159,69,61,53,157.0,69.0,67.0,55.0,0.8773405698778833,0.8813774288848378,0,1,1.4142135623730951,0.8111338019371033,0.7973815202713013,185.75490001239814,False,False,T1,none,False
R3-D05,control,Car4,227,155.25650787353527,66.93777847290048,68.92057800292969,54.891090393066406,155,66,68,54,156.0,67.0,70.0,54.0,0.9102794155344783,0.9484742614267254,0,1,2.23606797749979,0.8111338019371033,0.7973815202713013,186.9077000010293,False,False,T1,none,False
R3-D05,control,Car4,228,158.33308029174816,69.0875835418702,66.92620086669922,53.4766731262207,158,69,66,53,159.0,67.0,66.0,54.0,0.9179793590439979,0.9218268791604491,0,1,1.8027756377319946,0.8111338019371033,0.7973815202713013,199.15309999487363,False,False,T1,none,False
R3-D05,control,Car4,229,158.1633758544923,66.30776214599618,67.90394592285156,55.16526794433594,158,66,67,55,160.0,67.0,65.0,53.0,0.9348710990502035,0.9196625087911081,0,1,1.0,0.8111338019371033,0.7973815202713013,214.85990000655875,False,False,T1,none,False
R3-D05,control,Car4,230,159.15539932250988,66.89461326599131,68.7861557006836,56.04312515258789,159,66,68,56,158.0,68.0,70.0,51.0,0.8869565217391304,0.8956308447237784,0,1,0.5,0.8111338019371033,0.7973815202713013,266.77699998253956,False,False,T1,none,False
R3-D05,control,Car4,231,162.86417770385754,67.40638160705575,62.47924041748047,54.63607406616211,162,67,62,54,160.0,67.0,68.0,54.0,0.9117647058823529,0.8960049345333263,0,1,1.0,0.8111338019371033,0.7973815202713013,247.41959999664687,False,False,T1,none,False
R3-D05,control,Car4,232,159.6443557739259,67.01244926452647,70.73426818847656,56.33559036254883,159,67,70,56,161.0,67.0,68.0,52.0,0.9020408163265307,0.886958505813289,0,1,2.23606797749979,0.8111338019371033,0.7973815202713013,239.92170000565238,False,False,T1,none,False
R3-D05,control,Car4,233,160.22845458984386,69.3961944580079,67.67121887207031,51.26206970214844,160,69,67,51,162.0,69.0,67.0,49.0,0.9061166429587483,0.9025027592848598,0,1,2.23606797749979,0.8111338019371033,0.7973815202713013,254.281000001356,False,False,T1,none,False
R3-D05,control,Car4,234,163.00182723999035,66.27911376953134,65.0552749633789,55.11067199707031,163,66,65,55,164.0,68.0,66.0,53.0,0.9214887258897039,0.9205070188160235,0,1,1.8027756377319946,0.8111338019371033,0.7973815202713013,268.11999999335967,False,False,T1,none,False
R3-D05,control,Car4,235,163.4586296081544,66.16454696655282,66.15790557861328,56.04474639892578,163,66,66,56,162.0,67.0,69.0,52.0,0.8909657320872274,0.8922653471605011,0,1,1.118033988749895,0.8111338019371033,0.7973815202713013,294.98260002583265,False,False,T1,none,False
R3-D05,control,Car4,236,164.83672332763683,70.27531433105477,67.50999450683594,50.67338562011719,164,70,67,50,164.0,69.0,67.0,50.0,0.9607843137254902,0.9088316037473189,0,1,1.0,0.8111338019371033,0.7973815202713013,236.52279999805614,False,False,T1,none,False
R3-D05,control,Car4,237,161.30643463134777,66.02197074890147,70.73426818847656,56.33559036254883,161,66,70,56,165.0,68.0,66.0,52.0,0.8755102040816326,0.8612605694663074,0,1,2.0,0.800176203250885,0.7866096496582031,228.438800026197,False,False,T1,none,False
R3-D05,control,Car4,238,164.74056243896496,68.52266120910653,67.37226867675781,53.32357406616211,164,68,67,53,165.0,69.0,67.0,51.0,0.9344808439755691,0.9511402407128111,0,1,1.0,0.8111338019371033,0.7973815202713013,216.04849997675046,False,False,T1,none,False
