frame_index,frame_source,phase,measurement_state,bbox_x_float,bbox_y_float,bbox_w_float,bbox_h_float,bbox_x_int,bbox_y_int,bbox_w_int,bbox_h_int,encoder_forward_ms,decoder_forward_ms,model_forward_ms,end_to_end_ms
17,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0017.jpg,track,measured,180.96887874603271,144.17125511169434,20.596223831176758,51.48579788208008,180,144,20,51,,,,425.4667000059271
18,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0018.jpg,track,measured,179.5667495727539,142.43789100646973,20.097793579101562,53.18302536010742,179,142,20,53,,,,415.94989999430254
19,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0019.jpg,track,measured,179.648268699646,142.51139640808105,20.596223831176758,51.48579788208008,179,142,20,51,,,,468.5721999994712
20,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0020.jpg,track,measured,179.06219100952148,139.63067054748535,19.76653289794922,51.695255279541016,179,139,19,51,,,,467.70789999573026
21,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0021.jpg,track,measured,177.2402048110962,140.30072212219238,18.743383407592773,49.2961540222168,177,140,18,49,,,,460.345999992569
22,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0022.jpg,track,measured,177.3498249053955,140.77331161499023,18.866458892822266,46.57884979248047,177,140,18,46,,,,389.00009999633767
23,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0023.jpg,track,measured,176.9380111694336,139.2239055633545,19.578567504882812,44.89445114135742,176,139,19,44,,,,349.482400008128
24,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0024.jpg,track,measured,176.2484588623047,139.76401138305664,19.075233459472656,46.14006805419922,176,139,19,46,,,,448.71330000751186
25,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0025.jpg,track,measured,174.85094928741455,138.59735298156738,19.39130973815918,47.4835090637207,174,138,19,47,,,,516.1517999949865
26,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0026.jpg,track,measured,172.72004890441895,137.1978530883789,19.402263641357422,50.268959045410156,172,137,19,50,,,,486.3638999959221
27,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0027.jpg,track,measured,172.7697410583496,139.53511428833008,19.843978881835938,46.42369079589844,172,139,19,46,,,,586.4990999980364
28,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0028.jpg,track,measured,171.7953281402588,137.15838050842285,18.717029571533203,49.529232025146484,171,137,18,49,,,,473.5299000021769
29,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0029.jpg,track,measured,171.7607250213623,136.06666564941406,19.402263641357422,50.268959045410156,171,136,19,50,,,,509.4755000027362
30,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0030.jpg,track,measured,169.69886875152588,134.98796272277832,19.177282333374023,50.74715805053711,169,134,19,50,,,,445.4094999964582
31,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0031.jpg,track,measured,168.18372440338135,134.66509628295898,17.858877182006836,49.71368408203125,168,134,17,49,,,,435.3577000001678
32,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0032.jpg,track,measured,167.2493495941162,137.86739540100098,18.988162994384766,43.2262077331543,167,137,18,43,,,,359.6146000054432
33,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0033.jpg,track,measured,166.72883892059326,134.49219131469727,18.289018630981445,47.384674072265625,166,134,18,47,,,,377.49640000401996
34,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0034.jpg,track,measured,166.9988899230957,132.12454223632812,18.103355407714844,47.90531921386719,166,132,18,47,,,,382.20279999950435
35,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0035.jpg,track,measured,166.33159351348877,134.25469207763672,18.280187606811523,45.321868896484375,166,134,18,45,,,,327.7995000098599
36,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0036.jpg,track,measured,162.2659511566162,131.31333541870117,21.63943862915039,49.65083312988281,162,131,21,49,,,,360.2688999962993
37,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0037.jpg,track,measured,162.77270317077637,131.5135555267334,19.81253433227539,49.159236907958984,162,131,19,49,,,,333.644500002265
38,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0038.jpg,track,measured,163.4292459487915,130.6645565032959,19.177282333374023,50.74715805053711,163,130,19,50,,,,436.05329999991227
39,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0039.jpg,track,measured,162.2494535446167,130.08812141418457,18.79918098449707,47.89704513549805,162,130,18,47,,,,1467.8514999977779
40,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0040.jpg,track,measured,162.3500452041626,130.85164070129395,19.208974838256836,44.93813705444336,162,130,19,44,,,,438.58459999319166
41,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0041.jpg,track,measured,161.32691192626953,126.30617332458496,26.058258056640625,50.00473403930664,161,126,26,50,,,,462.1080999932019
42,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0042.jpg,track,measured,157.06888008117676,123.75506973266602,28.436809539794922,49.799049377441406,157,123,28,49,,,,402.8878999961307
43,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0043.jpg,track,measured,154.42374992370605,120.0806999206543,25.979419708251953,54.05237579345703,154,120,25,54,,,,400.82239999901503
44,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0044.jpg,track,measured,159.142071723938,123.52250099182129,21.33881187438965,49.994441986083984,159,123,21,49,,,,394.47179999842774
45,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0045.jpg,track,measured,160.77259635925293,125.42497444152832,21.07626724243164,47.72353744506836,160,125,21,47,,,,485.37470000155736
46,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0046.jpg,track,measured,160.61839962005615,124.77900695800781,16.472055435180664,45.97052764892578,160,124,16,45,,,,506.3258999871323
47,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0047.jpg,track,measured,159.347825050354,126.04953384399414,19.070898056030273,47.777244567871094,159,126,19,47,,,,414.95379999105353
48,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0048.jpg,track,measured,158.8215093612671,126.06261444091797,17.718355178833008,46.60027313232422,158,126,17,46,,,,386.9484000024386
49,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0049.jpg,track,measured,156.33853912353516,124.81746864318848,17.81543731689453,44.169620513916016,156,124,17,44,,,,430.6444999965606
50,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0050.jpg,track,measured,155.10945796966553,124.24941635131836,18.413599014282227,45.089385986328125,155,124,18,45,,,,431.8772000115132
51,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0051.jpg,track,measured,154.2397174835205,122.90625953674316,18.902454376220703,46.28644943237305,154,122,18,46,,,,426.3686000049347
52,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0052.jpg,track,measured,151.8358335494995,122.66108894348145,18.64524269104004,42.74086380004883,151,122,18,42,,,,388.90019999234937
53,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0053.jpg,track,measured,150.37915420532227,119.86097526550293,17.336265563964844,45.875431060791016,150,119,17,45,,,,326.1724000039976
54,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0054.jpg,track,measured,148.23070335388184,120.43619155883789,18.513507843017578,46.332481384277344,148,120,18,46,,,,368.9256999932695
55,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0055.jpg,track,measured,148.41053771972656,120.02043533325195,18.552322387695312,46.37651824951172,148,120,18,46,,,,402.3321999993641
56,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0056.jpg,track,measured,146.723895072937,121.31776809692383,19.072847366333008,44.533111572265625,146,121,19,44,,,,363.76940000627656
57,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0057.jpg,track,measured,145.11209774017334,121.97226333618164,19.346712112426758,41.643714904785156,145,121,19,41,,,,382.9993999970611
58,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0058.jpg,track,measured,143.11109161376953,119.80409622192383,20.18846893310547,45.220733642578125,143,119,20,45,,,,358.03170000144746
59,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0059.jpg,track,measured,142.8982696533203,122.29082870483398,19.426925659179688,41.966758728027344,142,122,19,41,,,,332.7048999926774
60,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0060.jpg,track,measured,141.2707920074463,122.4054183959961,20.698787689208984,41.735992431640625,141,122,20,41,,,,358.70019999856595
61,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0061.jpg,track,measured,139.74761867523193,121.44825744628906,18.0089054107666,43.592750549316406,139,121,18,43,,,,410.40730000531767
62,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0062.jpg,track,measured,139.15339469909668,119.20742416381836,15.304180145263672,42.144325256347656,139,119,15,42,,,,410.59659999154974
63,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0063.jpg,track,measured,136.70269870758057,119.84191703796387,14.971189498901367,40.690372467041016,136,119,14,40,,,,410.0001000042539
64,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0064.jpg,track,measured,135.93843746185303,118.41684913635254,15.973604202270508,42.04317855834961,135,118,15,42,,,,424.6166000084486
65,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0065.jpg,track,measured,134.63936710357666,116.42877197265625,16.7863826751709,46.60557556152344,134,116,16,46,,,,433.690599995316
66,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0066.jpg,track,measured,134.41774368286133,116.46217346191406,17.182846069335938,45.469451904296875,134,116,17,45,,,,576.207299993257
67,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0067.jpg,track,measured,130.00300312042236,116.77822875976562,20.493886947631836,45.283042907714844,130,116,20,45,,,,531.2804999994114
68,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0068.jpg,track,measured,131.02166080474854,116.74814796447754,18.98470115661621,46.1525764465332,131,116,18,46,,,,528.4943000006024
69,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0069.jpg,track,measured,128.49005889892578,117.5492000579834,16.703163146972656,43.17684555053711,128,117,16,43,,,,437.7971000067191
70,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0070.jpg,track,measured,126.48495197296143,115.0300064086914,16.296072006225586,42.618988037109375,126,115,16,42,,,,445.1964999898337
71,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0071.jpg,track,measured,124.79199600219727,114.712646484375,15.994293212890625,41.829750061035156,124,114,15,41,,,,420.90169999573845
72,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0072.jpg,track,measured,123.93604564666748,113.84758377075195,15.955499649047852,42.22163391113281,123,113,15,42,,,,418.15759999735747
73,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0073.jpg,track,measured,123.76484775543213,112.21611213684082,16.53963279724121,42.85222244262695,123,112,16,42,,,,384.68469999497756
74,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0074.jpg,track,measured,122.04687118530273,112.07216453552246,17.016738891601562,44.08834457397461,122,112,17,44,,,,383.52310001209844
75,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0075.jpg,track,measured,119.01720523834229,111.15872383117676,17.924741744995117,43.8923225402832,119,111,17,43,,,,378.30150000809226
76,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0076.jpg,track,measured,119.55579662322998,111.00445938110352,18.413599014282227,45.089385986328125,119,111,18,45,,,,414.05540000414476
77,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0077.jpg,track,measured,115.88856029510498,110.55899429321289,18.782495498657227,44.042747497558594,115,110,18,44,,,,487.4729000002844
78,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0078.jpg,track,measured,117.69377422332764,111.06698417663574,17.046396255493164,39.95280075073242,117,111,17,39,,,,516.0281000135001
79,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0079.jpg,track,measured,114.21121978759766,109.9079818725586,17.10120391845703,37.73370361328125,114,109,17,37,,,,596.8129999964731
80,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0080.jpg,track,measured,114.6441764831543,109.34704780578613,16.19268798828125,37.88173294067383,114,109,16,37,,,,431.7301999981282
81,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0081.jpg,track,measured,113.32745361328125,107.98349571228027,15.341827392578125,40.59772872924805,113,107,15,40,,,,368.2467999897199
82,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0082.jpg,track,measured,111.94137573242188,107.65046501159668,15.341827392578125,40.59772872924805,111,107,15,40,,,,327.0801000035135
83,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0083.jpg,track,measured,111.1150894165039,107.45139503479004,15.341827392578125,40.59772872924805,111,107,15,40,,,,345.3268000012031
84,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0084.jpg,track,measured,107.84869861602783,107.36103057861328,17.024343490600586,39.455474853515625,107,107,17,39,,,,402.2236999880988
85,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0085.jpg,track,measured,104.65269565582275,107.04347801208496,21.068220138549805,39.673458099365234,104,107,21,39,,,,440.638800006127
86,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0086.jpg,track,measured,105.40969944000244,107.82694816589355,15.839056015014648,36.830814361572266,105,107,15,36,,,,422.6311000093119
87,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0087.jpg,track,measured,102.56347370147705,107.19222640991211,19.831266403198242,38.60411834716797,102,107,19,38,,,,426.05169999296777
88,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0088.jpg,track,measured,101.78201007843018,106.82901191711426,18.595731735229492,37.83119583129883,101,106,18,37,,,,453.3843999961391
89,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0089.jpg,track,measured,101.05358505249023,105.26140403747559,16.330108642578125,39.52901840209961,101,105,16,39,,,,420.53709999891
90,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0090.jpg,track,measured,99.7467098236084,103.9416275024414,15.390735626220703,40.25126647949219,99,103,15,40,,,,411.3835000025574
91,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0091.jpg,track,measured,99.03699064254761,104.05499267578125,13.774697303771973,38.408775329589844,99,104,13,38,,,,561.9542000058573
92,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0092.jpg,track,measured,97.66868782043457,103.74109268188477,14.79024887084961,38.31977844238281,97,103,14,38,,,,506.1407000030158
93,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0093.jpg,track,measured,94.37593984603882,102.41647338867188,15.267354011535645,39.55590057373047,94,102,15,39,,,,607.5515999982599
94,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0094.jpg,track,measured,91.8461503982544,101.67370223999023,15.74445915222168,40.792022705078125,91,101,15,40,,,,481.1465000093449
95,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0095.jpg,track,measured,92.00644731521606,103.11701393127441,14.93613338470459,39.28287124633789,92,103,14,39,,,,425.8588999946369
96,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0096.jpg,track,measured,91.02852010726929,103.40667343139648,15.806363105773926,38.705047607421875,91,103,15,38,,,,415.4822999989847
97,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0097.jpg,track,measured,87.8977575302124,103.18685531616211,15.73918342590332,36.79027557373047,87,103,15,36,,,,435.9312000015052
98,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0098.jpg,track,measured,86.90010595321655,101.76819229125977,15.806363105773926,38.705047607421875,86,101,15,38,,,,388.5543000069447
99,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0099.jpg,track,measured,83.79645156860352,99.11439514160156,15.8760986328125,39.74702453613281,83,99,15,39,,,,380.65600000845734
100,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0100.jpg,track,measured,84.23802042007446,99.74373817443848,13.797816276550293,39.461360931396484,84,99,13,39,,,,501.469900002121
101,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0101.jpg,track,measured,82.29116439819336,99.7621078491211,14.421318054199219,38.161865234375,82,99,14,38,,,,385.77819999773055
102,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0102.jpg,track,measured,79.53061771392822,100.00033378601074,16.00288200378418,37.0881462097168,79,100,16,37,,,,361.6777999995975
103,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0103.jpg,track,measured,78.44219446182251,98.88367652893066,15.709017753601074,37.99770736694336,78,98,15,37,,,,410.6898000027286
104,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0104.jpg,track,measured,78.49388074874878,99.91863632202148,14.709305763244629,36.49700927734375,78,99,14,36,,,,490.8296999929007
105,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0105.jpg,track,measured,77.22359561920166,101.03035545349121,16.14729881286621,35.8154182434082,77,101,16,35,,,,442.6589999930002
106,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0106.jpg,track,measured,74.55154323577881,99.71420860290527,16.513612747192383,38.27180862426758,74,99,16,38,,,,454.65719999629073
107,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0107.jpg,track,measured,73.15068101882935,99.87540626525879,15.797049522399902,36.050907135009766,73,99,15,36,,,,456.1195999995107
108,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0108.jpg,track,measured,72.07974576950073,96.84970092773438,15.093415260314941,37.73004913330078,72,96,15,37,,,,414.6564000111539
109,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0109.jpg,track,measured,70.38324117660522,96.01431465148926,14.728154182434082,38.973819732666016,70,96,14,38,,,,379.21849999111146
110,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0110.jpg,track,measured,66.03962135314941,96.75493240356445,16.703128814697266,37.492706298828125,66,96,16,37,,,,413.25420000066515
111,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0111.jpg,track,measured,66.83670234680176,95.62309837341309,15.618953704833984,38.56117630004883,66,95,15,38,,,,448.15169999492355
112,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0112.jpg,track,measured,66.64498043060303,97.265869140625,14.496835708618164,38.12749481201172,66,97,14,38,,,,410.1126000023214
113,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0113.jpg,track,measured,62.82321262359619,96.98578643798828,18.073362350463867,37.9053955078125,62,96,18,37,,,,358.90930000459775
114,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0114.jpg,track,measured,63.326921463012695,98.06763458251953,17.520465850830078,36.438270568847656,63,98,17,36,,,,344.4272000051569
115,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0115.jpg,track,measured,61.2099084854126,97.69586372375488,14.720968246459961,34.828067779541016,61,97,14,34,,,,342.137300001923
116,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0116.jpg,track,measured,59.949721336364746,95.53762435913086,16.361764907836914,36.231529235839844,59,95,16,36,,,,320.6758999876911
117,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Crossing\img\0117.jpg,track,measured,59.40919828414917,94.60464286804199,14.790497779846191,34.45600509643555,59,94,14,34,,,,329.25939999404363
