sequence,frame_index,absolute_local_source_path,raw_file_sha256,width,height,decoded_bgr_sha256,decoded_rgb_sha256,source_copy_identifier,official_tracker_rgb_sha256,adapter_official_rgb_equal,adapter_official_diff_pixel_count,adapter_official_max_abs_pixel_diff
Deer,22,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\TRACA-master\sequence\Deer\img\0022.jpg,4d9931ed506e76b4dda1c43590af722de0089c10821e7e1bdee2b2ffd8f8d90c,704,400,c688c5f3a26839967de77d24207f5c4a6aac56336b15128ea51e2a134bd9e189,9bd893499f73183712c2de727a76964fb81da43e50d579ceecc7b99a7e6087ca,SRC1_PREVIOUS_ADAPTER,9bd893499f73183712c2de727a76964fb81da43e50d579ceecc7b99a7e6087ca,True,0,0
Deer,23,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\TRACA-master\sequence\Deer\img\0023.jpg,94f598836adb4888b36b91f22491d5f89a1facbc3e9bc603322bdcad4cc1b394,704,400,f5c197e867a5c5a11931743975ef56ceb6497ef9fe75fdbf55d6a01ee3f26b9c,429735d48c4c5659edf5b3ab5c8b95cc2e9e570f5ef99ff861a056d869776a14,SRC1_PREVIOUS_ADAPTER,429735d48c4c5659edf5b3ab5c8b95cc2e9e570f5ef99ff861a056d869776a14,True,0,0
Deer,24,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\TRACA-master\sequence\Deer\img\0024.jpg,73cffcea3f3072174b8b171ccc43d9750246f1672f334454a320e1c4c16eb707,704,400,d7c7e783fc5608782fd70eb167d79e0960da0be764ae5c2c0dc8a3131fafa285,0dcb6aeb3dd25079431f583ea065ecf81fdb4f67384cde9311e3e18578644af3,SRC1_PREVIOUS_ADAPTER,0dcb6aeb3dd25079431f583ea065ecf81fdb4f67384cde9311e3e18578644af3,True,0,0
Deer,25,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\TRACA-master\sequence\Deer\img\0025.jpg,2c790ae7d4b33188059f22735041578542c0778be9fc1fd659813f33d202662d,704,400,172658ca6e639d540e8f5854240c7f1096318943152d4390cee38b0289428e43,32c63c445cfafbe1379b81df212680a92cffbed316173abfd618e294c185b6a9,SRC1_PREVIOUS_ADAPTER,32c63c445cfafbe1379b81df212680a92cffbed316173abfd618e294c185b6a9,True,0,0
Deer,26,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\TRACA-master\sequence\Deer\img\0026.jpg,a37fb61a14074cae5bd9c596a9fcedb5e17f0f498d3f6ff1d8b782209708aa7d,704,400,e1bf574dd232a58cb797735f27720ececd18d07fc989adafabe8aa99a348e74b,6c466041fafdecece5fa84078a61f3d3d90de5c75968a6fe187c44a364e2031c,SRC1_PREVIOUS_ADAPTER,6c466041fafdecece5fa84078a61f3d3d90de5c75968a6fe187c44a364e2031c,True,0,0
Deer,27,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\TRACA-master\sequence\Deer\img\0027.jpg,87eaf62d628389846d54e93c07a24c3e1e3c198428cfbe32954c0c42b8de1806,704,400,3a877048e199ff772a7fbd956a187e553d4875bed34e28a1ac84a0fba78ce45e,0e1402f646c88559fd6c8395c5738a0e56311b22cd235e30110ad8402ababeb9,SRC1_PREVIOUS_ADAPTER,0e1402f646c88559fd6c8395c5738a0e56311b22cd235e30110ad8402ababeb9,True,0,0
Deer,28,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\TRACA-master\sequence\Deer\img\0028.jpg,1e1dffa87e4446adf45b0bf08582db462ba061b22bd1a2330a65ab21ea52f2f3,704,400,032ccd0c2eef089ace066607cd159d70cbdaba1563a627e6bc2c51ea05c55251,0790bd0cc377d15bca6852ad576ff6192955df1cc030c17d7f063bd79ceee11a,SRC1_PREVIOUS_ADAPTER,0790bd0cc377d15bca6852ad576ff6192955df1cc030c17d7f063bd79ceee11a,True,0,0
Deer,29,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\TRACA-master\sequence\Deer\img\0029.jpg,27df82371769b86b014bb0bde35cb6f957e16ccba42cd21d7aff78cb81ee713e,704,400,2233e0d0eedf4064fc86a78d57027d9045525e22de09ead9c18cefae086a720c,fd77dbe7d6ded3fc73d20a91e9f08fe0d4f774d32014c76dcd2089e723da8009,SRC1_PREVIOUS_ADAPTER,fd77dbe7d6ded3fc73d20a91e9f08fe0d4f774d32014c76dcd2089e723da8009,True,0,0
Deer,30,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\TRACA-master\sequence\Deer\img\0030.jpg,44b501baedce8cd4b00b2005bb118c43901a65016140d005860ec0110fcfde68,704,400,7657c5e36d5695edd117db36282e647da71590cac5817cc216c47b1265b20c30,3253f12c0b4bbd9b1e485e3cefc7594cc3c66df5dec7277113908b631c2f4c36,SRC1_PREVIOUS_ADAPTER,3253f12c0b4bbd9b1e485e3cefc7594cc3c66df5dec7277113908b631c2f4c36,True,0,0
Deer,31,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\TRACA-master\sequence\Deer\img\0031.jpg,3f551a45d8a2cb523266d5ba4de2a53cb0bcf3d7a9ff39670bab2f2888708c2c,704,400,445fbf113455eac95f0211b968663d4926f6361483c4646527245fd81ca36b09,8604de5b7cc5517af54c79a6df149fd95492ce03691eb55b4259d4f9bb27ce0b,SRC1_PREVIOUS_ADAPTER,8604de5b7cc5517af54c79a6df149fd95492ce03691eb55b4259d4f9bb27ce0b,True,0,0
Deer,32,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\TRACA-master\sequence\Deer\img\0032.jpg,ad61054eebe97691258f5a1f5cddb626621c443247be3254ff9297b3c9a6c454,704,400,b1d045d6d14639e21f1f77754e828b8a90561f62eea3fa0dd4c3c81b294ba510,6931d5826a2ec41de033df51727ac1e85ff59d552206e844c4d331a750f1718c,SRC1_PREVIOUS_ADAPTER,6931d5826a2ec41de033df51727ac1e85ff59d552206e844c4d331a750f1718c,True,0,0
Deer,33,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\TRACA-master\sequence\Deer\img\0033.jpg,8d23a6b0e35e5a84a0b6ce6f9f7405a1ed4756d32932271d8ce900c90c0351ae,704,400,dd9d274e9c3b8da993dd52cb41635fc1027e6292cd9e24d9e4586c51f3f2c6b0,a9344230533954d03958d89a1353949393981892df3a47e54b83138f4f86ce02,SRC1_PREVIOUS_ADAPTER,a9344230533954d03958d89a1353949393981892df3a47e54b83138f4f86ce02,True,0,0
Deer,34,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\TRACA-master\sequence\Deer\img\0034.jpg,52c28aa89639bcdbed1db723a188ebc762aa75983eee86b3c9196203ab4a2dfa,704,400,954ff09057e16049bbed1a04402b193a6b10011ef10db799610013e7f71fcfb2,60d2dcf1a65c8af51f3e4fa40950cd6082c671a0af138ae63fce3c2c8eb2786e,SRC1_PREVIOUS_ADAPTER,60d2dcf1a65c8af51f3e4fa40950cd6082c671a0af138ae63fce3c2c8eb2786e,True,0,0
Deer,35,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\TRACA-master\sequence\Deer\img\0035.jpg,c7e9d4c0376706d186cec4fff6596f43a45fbfb1345c34dd61d70148c245be75,704,400,68a83d1060841f92fb132569bbdcc4f5db6642f0b74d81194d4973e7378efcd6,bd5ba8ba69a542cff04edc80acfdd26b9b4b2f1f32eacf62d8237f6b0372ae16,SRC1_PREVIOUS_ADAPTER,bd5ba8ba69a542cff04edc80acfdd26b9b4b2f1f32eacf62d8237f6b0372ae16,True,0,0
Deer,36,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\TRACA-master\sequence\Deer\img\0036.jpg,1ca5cafce68dd39f17bbbbf3ce6e148a80fe00fe8afdf969d50b68f1570a26ca,704,400,cd5446537c3de71097937657f8ce8dda38495b1fbed3282b69b5f12d6d2f7398,b08a7cd097a521e0bb99e2b05e3f8744ab742596d23e11625fedcb66fe5e8d4f,SRC1_PREVIOUS_ADAPTER,b08a7cd097a521e0bb99e2b05e3f8744ab742596d23e11625fedcb66fe5e8d4f,True,0,0
Deer,37,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\TRACA-master\sequence\Deer\img\0037.jpg,cd3d46785c072e204086fe4a6e7014de01cc1c2607f33e755e8ef665c1f16d00,704,400,a5c84d43e068dcb651cad5406d7f707da364cf21008988a98511face6d98bd1e,9ca19a642c2a61fe85e1246d85214385e5c23dd3ef15aa94ff1c21678e9fbb5e,SRC1_PREVIOUS_ADAPTER,9ca19a642c2a61fe85e1246d85214385e5c23dd3ef15aa94ff1c21678e9fbb5e,True,0,0
Deer,38,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\TRACA-master\sequence\Deer\img\0038.jpg,ad488470086efd324de3e4cbb3dbc14a65fc4deb1025c5dd66858b9651c92ead,704,400,54cc0c6942981fbb282b996a9a48cec2cab1cf5b4583beeaca11c2c1a6a5f2d2,cd517cc22463690203e55d98721a522528282ec5660369ffbe752bc6d07c05bf,SRC1_PREVIOUS_ADAPTER,cd517cc22463690203e55d98721a522528282ec5660369ffbe752bc6d07c05bf,True,0,0
Deer,39,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\TRACA-master\sequence\Deer\img\0039.jpg,03218ca0c231c4c25a7e6eae8d657067a987688cd64d9e951d45c171d1a07396,704,400,9ca63c5a20250a36e41fe064eb7f4b4dc0aa7535f45040e48ef2692ef533ffd1,b45019db9460c94a7cdf46af0a75b1b91e970319a288b81ddad07363732a9134,SRC1_PREVIOUS_ADAPTER,b45019db9460c94a7cdf46af0a75b1b91e970319a288b81ddad07363732a9134,True,0,0
Deer,40,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\TRACA-master\sequence\Deer\img\0040.jpg,e60ff3547bbe4a75b1333d58b6839b3b24129f2e9868fc8ced55b820a8c083a3,704,400,0f1545b38e06e78669db303df46d046e88ad06b5480784e07ea2bd3fd9177ee7,8421dec1416c8a475a8eb6cda6ec20c07e09ad7bfc77872e94308312ce564837,SRC1_PREVIOUS_ADAPTER,8421dec1416c8a475a8eb6cda6ec20c07e09ad7bfc77872e94308312ce564837,True,0,0
Deer,41,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\TRACA-master\sequence\Deer\img\0041.jpg,c840162ed77c48905569a743ed5eaeb1de11065f60be9cc0b2b68d3ec463efc0,704,400,5f9e02a80c9ddabd53913f41179f24ec7650bd56cf9e92de65c4bcfd3f2c20f3,228dd9272e5bef4723e4116be4cc305f75fda8f6f969636147aced58e5d7ab79,SRC1_PREVIOUS_ADAPTER,228dd9272e5bef4723e4116be4cc305f75fda8f6f969636147aced58e5d7ab79,True,0,0
Deer,42,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\TRACA-master\sequence\Deer\img\0042.jpg,f6a7e2a31dcb48550160d2c4ddf804b3756e8c6fd6b4950905b5ce23476f6245,704,400,385d7c98ecd0a72d306b85dd627d77ae0e9c07515d11b40e2d541e91d9a1ea40,1ffb843357b1bda6c08d67551ddfb09c2ce36f97adbce10d10bd8766634ed725,SRC1_PREVIOUS_ADAPTER,1ffb843357b1bda6c08d67551ddfb09c2ce36f97adbce10d10bd8766634ed725,True,0,0
Deer,43,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\TRACA-master\sequence\Deer\img\0043.jpg,001533b3c0c2ff0d49574e5740ce0724ba39a56550a63efb4cd38b4be3c9d55c,704,400,f1746e7c24b87b90adc59eb2ce20a5cf79b8064afe5e94019373da65d3e78095,9ece5d834deb6f7ffef2e0496d3db14f733feb2055ba9f0a38696d593223d6a2,SRC1_PREVIOUS_ADAPTER,9ece5d834deb6f7ffef2e0496d3db14f733feb2055ba9f0a38696d593223d6a2,True,0,0
Deer,44,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\TRACA-master\sequence\Deer\img\0044.jpg,8a8bc7a230a2085526ebc46fea4daa21c27be8c935013b82b90daf3119cfd4dd,704,400,13c9ab541fcfbe91cb796afec4f6b4ad9c9300bda416b5c5268ddf21ed0f6547,9ddee755ec8d4d5a711ec44f70c3d8534df3db519a13bca48d24bada7d882650,SRC1_PREVIOUS_ADAPTER,9ddee755ec8d4d5a711ec44f70c3d8534df3db519a13bca48d24bada7d882650,True,0,0
Deer,45,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\TRACA-master\sequence\Deer\img\0045.jpg,7bd77935b43eb6f529a3bc1e3b515bedbc61527ee1e00e4fad8c6af2874c56a1,704,400,09e27da6a2d2c6894d937ae9184196b4483a58a5bae679896fed7b1164b75717,d8e7556828ae5652cd919f97f6f96ae69f747593d791ca9702a6d3418143739d,SRC1_PREVIOUS_ADAPTER,d8e7556828ae5652cd919f97f6f96ae69f747593d791ca9702a6d3418143739d,True,0,0
Deer,46,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\TRACA-master\sequence\Deer\img\0046.jpg,ece6adb3f885fb109e62d26fd77db8cb348c1d65a9fef6194e96a2432799f968,704,400,560fd2591f08cef204a153c04ac71d0d5febaea8bcb79812abedfaa45a1d970b,293057bcd12d74d4d0f53ab286837dd9bf9a195bb5e66c1d68b3a98bb1bf3a9a,SRC1_PREVIOUS_ADAPTER,293057bcd12d74d4d0f53ab286837dd9bf9a195bb5e66c1d68b3a98bb1bf3a9a,True,0,0
Deer,47,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\TRACA-master\sequence\Deer\img\0047.jpg,00f86795f34da72a8ee6721807798dfe7934901cfb47049052635a9375cce18c,704,400,31ba32ef46fb6bf574354eb8eb27f660dd03af36dbba0a6c1b567d2bff5bb8f7,0cdb296501551d6aea19be41ccfd8a38a9fa2efbb628c94a82c73d33f478afdb,SRC1_PREVIOUS_ADAPTER,0cdb296501551d6aea19be41ccfd8a38a9fa2efbb628c94a82c73d33f478afdb,True,0,0
Deer,48,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\TRACA-master\sequence\Deer\img\0048.jpg,af44d06c3339330db0d16e77e02282cf25e5dd7639aa3d9a68c886d43bed7225,704,400,de46286b2878f2848679f5efa71b7aeba46690cf0013f94b978f93e1d0a09be5,b575d4d864ded4bb2735877375d609e1ee6e90d6a58485640bc628f19b0c56f6,SRC1_PREVIOUS_ADAPTER,b575d4d864ded4bb2735877375d609e1ee6e90d6a58485640bc628f19b0c56f6,True,0,0
Deer,49,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\TRACA-master\sequence\Deer\img\0049.jpg,e1f1b092500cef91811402ee019ce19881725e58ba9d7f5b084f42888d2d5fd7,704,400,668a54f8ea811d56e005c9af9161f380f794fb2ee3ff5b46e03fda20c2f56c96,8253aa0e455ad4ba94681a0618a1e8b1daee8e435dcad8bbf72900b218961159,SRC1_PREVIOUS_ADAPTER,8253aa0e455ad4ba94681a0618a1e8b1daee8e435dcad8bbf72900b218961159,True,0,0
Deer,50,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\TRACA-master\sequence\Deer\img\0050.jpg,8438d0eafa99389bbb2406ed7e37cd27aa3ee33c74da2f6b06c56c6d6553eea7,704,400,47f003fc16dbe5a75296e0b19554064ae17ad0ab24f916790331bb5d100b76a1,a6e6e0d6f64f45dbb8fe0f709194a2932c0714c0fd5a6166d9093a501e9cced0,SRC1_PREVIOUS_ADAPTER,a6e6e0d6f64f45dbb8fe0f709194a2932c0714c0fd5a6166d9093a501e9cced0,True,0,0
Deer,51,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\TRACA-master\sequence\Deer\img\0051.jpg,9523b37926b961f31a75650959ed966183e619667984d597f45625ae825e25bf,704,400,ab3f6be51933f8ba362e4c04cc78f9076c62cbeb4c7d0f854c445cae81f7ed78,e6ef33c55563a59a3ff5abf9f9d61e10114dd5432d6a78d570cfd00788f38cd0,SRC1_PREVIOUS_ADAPTER,e6ef33c55563a59a3ff5abf9f9d61e10114dd5432d6a78d570cfd00788f38cd0,True,0,0
Deer,52,E:\Robot_Backup\TrackingResearch-master\OtherTracker\verified\TRACA-master\sequence\Deer\img\0052.jpg,586f4e7e7012489c232ce639e92ed981c451f60dea1d41a5d5ff6bd23f05bc4c,704,400,7bbe510bafcb6efb7e8a520930e5f59b52fafeb7072204f7eb83fe0fc012eec7,dc506254087813830c5afe29394c9fb6ac2aa74df71a598cae957a67b3230910,SRC1_PREVIOUS_ADAPTER,dc506254087813830c5afe29394c9fb6ac2aa74df71a598cae957a67b3230910,True,0,0
