frame_index,frame_source,phase,measurement_state,bbox_x_float,bbox_y_float,bbox_w_float,bbox_h_float,bbox_x_int,bbox_y_int,bbox_w_int,bbox_h_int,encoder_forward_ms,decoder_forward_ms,model_forward_ms,end_to_end_ms
13,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0013.jpg,track,measured,61.03945255279541,34.382408142089844,24.564313888549805,72.76274108886719,61,34,24,72,,,,467.43989999231417
14,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0014.jpg,track,measured,67.51162910461426,29.472068786621094,23.751766204833984,70.21891784667969,67,29,23,70,,,,494.3881000071997
15,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0015.jpg,track,measured,65.0738000869751,29.88062286376953,25.16059684753418,66.58027648925781,65,29,25,66,,,,553.0321999976877
16,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0016.jpg,track,measured,85.69826221466064,32.84812545776367,22.967077255249023,62.025733947753906,85,32,22,62,,,,554.2665999964811
17,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0017.jpg,track,measured,100.83914375305176,33.198978424072266,25.32607650756836,67.00069427490234,100,33,25,67,,,,431.48899999505375
18,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0018.jpg,track,measured,90.64182662963867,26.102310180664062,26.083534240722656,66.65470886230469,90,26,26,66,,,,386.7127999983495
19,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0019.jpg,track,measured,82.56704902648926,25.03878402709961,26.558834075927734,68.81078338623047,82,25,26,68,,,,310.312099987641
20,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0020.jpg,track,measured,87.95739364624023,22.08902359008789,28.417747497558594,69.68717193603516,87,22,28,69,,,,274.5198999909917
21,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0021.jpg,track,measured,84.91279029846191,23.24956512451172,26.221477508544922,66.91511535644531,84,23,26,66,,,,248.10649998835288
22,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0022.jpg,track,measured,82.18160057067871,24.54320526123047,26.863513946533203,71.08880615234375,82,24,26,71,,,,266.96300000185147
23,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0023.jpg,track,measured,81.90413856506348,28.079166412353516,28.933513641357422,75.41329193115234,81,28,28,75,,,,257.1447999944212
24,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0024.jpg,track,measured,89.93416118621826,36.154396057128906,28.21634864807129,73.79399108886719,89,36,28,73,,,,247.69770000420976
25,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0025.jpg,track,measured,77.06114292144775,40.818023681640625,24.174238204956055,70.52702331542969,77,40,24,70,,,,227.48990000400227
26,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0026.jpg,track,measured,74.6961498260498,40.456626892089844,26.399799346923828,68.39874267578125,74,40,26,68,,,,251.71999998565298
27,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0027.jpg,track,measured,82.48469734191895,28.094993591308594,25.651226043701172,67.08544921875,82,28,25,67,,,,315.02019999607
28,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0028.jpg,track,measured,80.75899124145508,21.41754913330078,23.90453338623047,70.17843627929688,80,21,23,70,,,,441.6278999997303
29,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0029.jpg,track,measured,70.39972686767578,13.259441375732422,26.223907470703125,69.3962173461914,70,13,26,69,,,,416.813000003458
30,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0030.jpg,track,measured,59.3268985748291,13.204845428466797,26.23452377319336,69.42211151123047,59,13,26,69,,,,407.75610000127926
31,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0031.jpg,track,measured,62.26558971405029,14.904056549072266,30.129602432250977,71.80243682861328,62,14,30,71,,,,407.14319999096915
32,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0032.jpg,track,measured,73.29448318481445,21.116409301757812,27.29241180419922,69.89828491210938,73,21,27,69,,,,427.2988000011537
33,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0033.jpg,track,measured,81.40532302856445,20.532821655273438,26.84819793701172,71.0460205078125,81,20,26,71,,,,415.69710000476334
34,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0034.jpg,track,measured,89.17305946350098,20.069599151611328,28.933513641357422,75.41329193115234,89,20,28,75,,,,430.27519999304786
35,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0035.jpg,track,measured,105.04862976074219,17.013179779052734,29.739532470703125,77.05159759521484,105,17,29,77,,,,332.2539000073448
36,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0036.jpg,track,measured,119.09870624542236,20.874435424804688,25.363134384155273,73.99555969238281,119,20,25,73,,,,349.106199995731
37,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0037.jpg,track,measured,111.93679237365723,18.59134292602539,29.026927947998047,75.24996185302734,111,18,29,75,,,,417.1252999949502
38,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0038.jpg,track,measured,112.68836879730225,14.749198913574219,26.779848098754883,76.97994995117188,112,14,26,76,,,,417.5695000012638
39,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0039.jpg,track,measured,130.66520404815674,23.819564819335938,27.9221248626709,73.88786315917969,130,23,27,73,,,,430.5903000058606
40,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0040.jpg,track,measured,138.60591316223145,24.070098876953125,26.06380844116211,74.92166137695312,138,24,26,74,,,,400.91909999318887
41,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0041.jpg,track,measured,147.96398544311523,28.92676544189453,26.12311553955078,72.5567626953125,147,28,26,72,,,,373.83670000417624
42,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0042.jpg,track,measured,153.1414556503296,29.093067169189453,25.00242805480957,69.59915924072266,153,29,25,69,,,,473.81660000246484
43,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0043.jpg,track,measured,153.68679237365723,29.73236083984375,25.720882415771484,73.40921020507812,153,29,25,73,,,,499.82270000327844
44,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0044.jpg,track,measured,149.80752086639404,24.585121154785156,25.2680606842041,80.42681884765625,149,24,25,80,,,,485.545200004708
45,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0045.jpg,track,measured,150.7899045944214,22.589824676513672,27.09868812561035,75.79878997802734,150,22,27,75,,,,481.5610999939963
46,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0046.jpg,track,measured,151.55474281311035,27.70290756225586,26.20858383178711,76.94261932373047,151,27,26,76,,,,471.0449999984121
47,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0047.jpg,track,measured,120.47598457336426,30.40430450439453,27.32198715209961,76.82826232910156,120,30,27,76,,,,428.9878999989014
48,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0048.jpg,track,measured,104.18781852722168,28.606021881103516,24.529071807861328,75.04866790771484,104,28,24,75,,,,410.6210000027204
49,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0049.jpg,track,measured,101.77884483337402,29.326763153076172,25.751239776611328,72.02979278564453,101,29,25,72,,,,366.5020999906119
50,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0050.jpg,track,measured,103.9534740447998,30.127521514892578,26.259464263916016,73.84049224853516,103,30,26,73,,,,366.55180000525434
51,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0051.jpg,track,measured,102.93357276916504,19.924232482910156,30.410350799560547,76.18533325195312,102,19,30,76,,,,442.88900001265574
52,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0052.jpg,track,measured,106.28308296203613,9.259300231933594,29.121685028076172,76.16171264648438,106,9,29,76,,,,435.01640000613406
53,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0053.jpg,track,measured,105.44629383087158,8.489120483398438,28.99605369567871,76.72970581054688,105,8,28,76,,,,391.5373999916483
54,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0054.jpg,track,measured,115.2611436843872,18.675804138183594,28.99605369567871,76.72970581054688,115,18,28,76,,,,358.28630000469275
55,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0055.jpg,track,measured,119.29385185241699,15.817672729492188,28.29642105102539,79.14901733398438,119,15,28,79,,,,422.3671999934595
56,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0056.jpg,track,measured,119.32918357849121,25.453693389892578,33.774478912353516,80.07074737548828,119,25,33,80,,,,480.12849999940954
57,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0057.jpg,track,measured,107.9111328125,28.089359283447266,27.107559204101562,75.65229034423828,107,28,27,75,,,,390.77159999578726
58,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0058.jpg,track,measured,108.21766948699951,26.280494689941406,28.990365982055664,81.43214416503906,108,26,28,81,,,,378.7321999989217
59,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0059.jpg,track,measured,99.27390193939209,24.712528228759766,31.011812210083008,80.3479232788086,99,24,31,80,,,,402.133399999002
60,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0060.jpg,track,measured,99.3227128982544,17.9404296875,29.51764488220215,81.98504638671875,99,17,29,81,,,,414.32569999597035
61,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0061.jpg,track,measured,122.74678611755371,13.821216583251939,29.005924224853516,80.2397232055664,122,13,29,80,,,,427.25680000148714
62,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0062.jpg,track,measured,132.95844841003418,11.544532775878892,28.672794342041016,83.02310180664062,132,11,28,83,,,,403.91290000115987
63,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0063.jpg,track,measured,126.43484878540039,17.95248031616208,30.235008239746094,81.73921966552734,126,17,30,81,,,,395.8577999874251
64,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0064.jpg,track,measured,128.82333850860596,27.403911590576143,27.1857967376709,77.75060272216797,128,27,27,77,,,,371.88330000208225
65,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0065.jpg,track,measured,126.13406467437744,33.042285919189425,30.42152214050293,79.29169464111328,126,33,30,79,,,,446.0691999993287
66,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0066.jpg,track,measured,128.4866714477539,33.377922058105426,27.371307373046875,79.19906616210938,128,33,27,79,,,,482.5950999947963
67,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0067.jpg,track,measured,130.91192626953125,40.986015319824176,29.451004028320312,81.83761596679688,130,40,29,81,,,,400.09130000544246
68,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0068.jpg,track,measured,137.4292402267456,47.95141601562494,31.171091079711914,83.5538330078125,137,47,31,83,,,,380.1088000036543
69,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0069.jpg,track,measured,131.84985733032227,53.340469360351506,31.82061004638672,87.10359191894531,131,53,31,87,,,,286.83599999931175
70,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0070.jpg,track,measured,116.45536613464355,55.29434585571285,35.2872200012207,81.96132659912108,116,55,35,81,,,,264.0780000074301
71,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0071.jpg,track,measured,123.16304397583008,43.82842636108393,34.98920440673828,82.1633071899414,123,43,34,82,,,,274.9014000000898
72,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0072.jpg,track,measured,114.93197059631348,45.84156417846674,37.059017181396484,78.95813751220703,114,45,37,78,,,,269.82289999432396
73,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0073.jpg,track,measured,106.09277534484863,51.27031707763666,32.27305221557617,82.44619750976562,106,51,32,82,,,,269.4943999958923
74,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0074.jpg,track,measured,97.50925350189209,39.592517852783146,28.760713577270508,83.21932220458984,97,39,28,83,,,,251.98519999685232
75,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0075.jpg,track,measured,90.07567214965819,42.85781097412102,31.796424865722656,85.43124389648439,90,42,31,85,,,,228.62660000100732
76,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0076.jpg,track,measured,103.57599639892577,48.727893829345646,33.419494628906264,88.43787384033203,103,48,33,88,,,,241.16149998735636
77,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0077.jpg,track,measured,114.01409912109375,55.37001800537104,28.571426391601562,86.43669128417969,114,55,28,86,,,,241.29020000691526
78,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0078.jpg,track,measured,121.64883327484131,67.20458221435541,26.081254959106445,78.90321350097656,121,67,26,78,,,,251.85470000724308
79,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0079.jpg,track,measured,133.04164791107178,56.107463836669865,28.27385139465332,90.7973861694336,133,56,28,90,,,,275.7063000026392
80,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0080.jpg,track,measured,142.97232818603516,63.816352844238224,33.91371154785156,88.27761840820312,142,63,33,88,,,,275.84450000722427
81,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0081.jpg,track,measured,127.73012924194336,59.00932312011713,35.411231994628906,82.73828125,127,59,35,82,,,,247.40819999715313
82,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0082.jpg,track,measured,133.78445434570312,53.831314086914006,39.7069091796875,87.73590087890625,133,53,39,87,,,,254.5386999991024
83,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0083.jpg,track,measured,153.75840950012207,48.445236206054616,32.26882553100586,89.89529418945314,153,48,32,89,,,,260.2700999996159
84,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0084.jpg,track,measured,158.60111808776855,47.984085083007756,36.626529693603516,86.64787292480469,158,47,36,86,,,,242.68189999565948
85,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0085.jpg,track,measured,164.78936004638672,45.53548431396479,35.79747009277344,89.32127380371094,164,45,35,89,,,,250.35850000858773
86,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0086.jpg,track,measured,179.11801624298096,48.07681274414058,29.986623764038086,87.48434448242186,179,48,29,87,,,,255.62499999068677
87,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0087.jpg,track,measured,170.78335762023926,48.79079437255854,34.38308334350586,90.96121215820312,170,48,34,90,,,,234.30319999170024
88,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0088.jpg,track,measured,170.83126640319824,49.811573028564396,30.441883087158203,90.18233489990234,170,49,30,90,,,,262.3007999936817
89,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0089.jpg,track,measured,172.8566017150879,51.256671905517535,33.228065490722656,89.06752777099608,172,51,33,89,,,,330.0380000000587
90,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0090.jpg,track,measured,169.7120761871338,45.39452362060541,33.445186614990234,88.5030517578125,169,45,33,88,,,,273.4053000021959
91,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0091.jpg,track,measured,128.0434112548828,50.710395812988224,35.71632385253906,89.38479614257812,128,50,35,89,,,,258.46589999855496
92,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0092.jpg,track,measured,115.16214752197266,38.206527709960895,34.9818115234375,82.20126342773438,115,38,34,82,,,,266.3188000005903
93,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0093.jpg,track,measured,130.38868522644043,32.8677711486816,32.984928131103516,87.28511810302734,130,32,32,87,,,,312.11420000181533
94,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0094.jpg,track,measured,127.90376377105713,31.57209777832027,28.030698776245117,87.81671142578125,127,31,28,87,,,,317.0336000039242
95,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0095.jpg,track,measured,133.56754684448242,27.072135925292926,27.54236602783203,88.31837463378906,133,27,27,88,,,,310.6204999930924
96,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0096.jpg,track,measured,125.75219917297363,26.880611419677706,34.29533004760742,88.95001983642578,125,26,34,88,,,,315.2538000140339
97,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0097.jpg,track,measured,128.0314121246338,36.225498199462876,38.73237228393555,90.34813690185547,128,36,38,90,,,,267.21269999688957
98,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0098.jpg,track,measured,144.64883613586426,39.890403747558565,35.455440521240234,85.61251831054688,144,39,35,85,,,,267.19820000289474
99,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0099.jpg,track,measured,141.5011501312256,42.19509887695311,40.218143463134766,87.67025756835939,141,42,40,87,,,,249.05260000377893
100,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0100.jpg,track,measured,138.66237258911133,43.92045211791992,33.33026885986328,90.01294708251953,138,43,33,90,,,,237.28460000711493
101,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0101.jpg,track,measured,134.5907325744629,39.38156509399414,34.148948669433594,93.4770278930664,134,39,34,93,,,,231.64519999409094
102,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0102.jpg,track,measured,142.43467712402344,42.744224548339844,27.860336303710938,80.55143737792969,142,42,27,80,,,,234.72059999767225
103,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0103.jpg,track,measured,136.12829875946045,25.937557220458984,31.08733558654785,94.07396697998047,136,25,31,94,,,,228.6854999983916
104,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0104.jpg,track,measured,132.5423126220703,13.828258514404297,33.86773681640625,94.63199615478516,132,13,33,94,,,,230.23590000229888
105,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0105.jpg,track,measured,167.3552188873291,13.14920043945314,35.60947799682617,94.73286437988281,167,13,35,94,,,,225.45959999843035
106,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0106.jpg,track,measured,172.77037048339844,19.56979370117189,37.0916748046875,88.75515747070312,172,19,37,88,,,,240.39250001078472
107,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0107.jpg,track,measured,174.7300033569336,21.925685882568374,33.67951965332031,88.57903289794922,174,21,33,88,,,,247.21639999188483
108,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0108.jpg,track,measured,183.05584335327148,22.0127410888672,30.190757751464844,90.510009765625,183,22,30,90,,,,262.827999991714
109,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0109.jpg,track,measured,190.5630588531494,32.322303771972685,36.80451583862305,85.85116577148438,190,32,36,85,,,,265.79750000382774
110,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0110.jpg,track,measured,169.32266426086426,30.761043548584013,34.9250602722168,95.60150909423828,169,30,34,95,,,,275.36200000031386
111,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0111.jpg,track,measured,168.6232032775879,34.228092193603544,32.490013122558594,87.74372100830078,168,34,32,87,,,,250.63460000092164
112,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0112.jpg,track,measured,165.14403533935547,34.4728355407715,39.47740173339844,93.75313568115233,165,34,39,93,,,,240.7478999957675
113,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0113.jpg,track,measured,156.34993934631348,42.67217254638672,40.0374870300293,90.89651489257812,156,42,40,90,,,,291.4621000090847
114,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0114.jpg,track,measured,128.94639015197754,38.37797927856445,42.70270919799805,95.92264556884766,128,38,42,95,,,,272.11009999155067
115,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0115.jpg,track,measured,125.90839195251465,34.83998489379883,33.14603042602539,90.33368682861328,125,34,33,90,,,,274.6410999970976
116,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0116.jpg,track,measured,116.8099594116211,42.9747314453125,32.342010498046875,85.8909912109375,116,42,32,85,,,,250.49349998880643
117,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0117.jpg,track,measured,117.21076393127441,41.064331054687514,34.05698776245117,94.55554199218749,117,41,34,94,,,,239.88539999118075
118,F:\Q1_TrackingResearch_Data\OTB100_Figshare_24427468_v1\extracted\OTB2015\Couple\img\0118.jpg,track,measured,118.45038795471191,39.00648880004884,31.010936737060547,88.69039154052734,118,39,31,88,,,,236.39109999930952
