pair_id,side,sequence,frame_index,connected_component,iou_baseline,iou_physical_whole_mrm1_skip,oracle_skip_benefit,oracle_label,exact_tie_is_zero,predictor_eligible,holdout
R3-D01,primary,Basketball,434,component_01,0.004262075881664717,0.45520661157024794,0.4509445356885832,1,False,True,False
R3-D01,primary,Basketball,435,component_01,0.0,0.4153846153846154,0.4153846153846154,1,False,True,False
R3-D02,primary,Bolt,31,component_02,0.0,0.0,0.0,0,True,True,False
R3-D02,primary,Bolt,32,component_02,0.0,0.0,0.0,0,True,True,False
R3-D02,primary,Bolt,33,component_02,0.0,0.0,0.0,0,True,True,False
R3-D02,primary,Bolt,34,component_02,0.0,0.0,0.0,0,True,True,False
R3-D02,primary,Bolt,35,component_02,0.0,0.0,0.0,0,True,True,False
R3-D02,primary,Bolt,36,component_02,0.0,0.0,0.0,0,True,True,False
R3-D02,primary,Bolt,37,component_02,0.0,0.0,0.0,0,True,True,False
R3-D02,primary,Bolt,38,component_02,0.0,0.0,0.0,0,True,True,False
R3-D02,primary,Bolt,39,component_02,0.0,0.0,0.0,0,True,True,False
R3-D02,primary,Bolt,40,component_02,0.0,0.0,0.0,0,True,True,False
R3-D02,primary,Bolt,41,component_02,0.0,0.0,0.0,0,True,True,False
R3-D02,primary,Bolt,42,component_02,0.0,0.0,0.0,0,True,True,False
R3-D02,primary,Bolt,43,component_02,0.0,0.0,0.0,0,True,True,False
R3-D02,primary,Bolt,44,component_02,0.0,0.0,0.0,0,True,True,False
R3-D02,primary,Bolt,45,component_02,0.0,0.0,0.0,0,True,True,False
R3-D02,primary,Bolt,46,component_02,0.0,0.0,0.0,0,True,True,False
R3-D02,primary,Bolt,47,component_02,0.0,0.0,0.0,0,True,True,False
R3-D02,primary,Bolt,48,component_02,0.0,0.0,0.0,0,True,True,False
R3-D02,primary,Bolt,49,component_02,0.0,0.0,0.0,0,True,True,False
R3-D05,primary,Car4,113,component_04,0.8761904761904762,0.8761904761904762,0.0,0,True,True,False
R3-D05,primary,Car4,114,component_04,0.9220853623603552,0.9093391589295466,-0.012746203430808567,0,False,True,False
R3-D05,primary,Car4,115,component_04,0.9081440763778389,0.9533788914198937,0.04523481504205484,1,False,True,False
R3-D05,primary,Car4,116,component_04,0.9217706821480406,0.8892351274787536,-0.03253555466928704,0,False,True,False
R3-D05,primary,Car4,117,component_04,0.9087984333473214,0.8714505525248286,-0.03734788082249274,0,False,True,False
R3-D05,primary,Car4,118,component_04,0.9641571450931288,0.8234205656886069,-0.1407365794045219,0,False,True,False
R3-D05,primary,Car4,119,component_04,0.8572638712409996,0.8562933597621407,-0.0009705114788588487,0,False,True,False
R3-D05,primary,Car4,120,component_04,0.8773461370580532,0.9416112342941612,0.06426509723610796,1,False,True,False
R3-D05,primary,Car4,121,component_04,0.8247845711940911,0.8479806598407281,0.023196088646637025,1,False,True,False
R3-D05,primary,Car4,122,component_04,0.8700218818380744,0.8602385107620709,-0.009783371076003466,0,False,True,False
R3-D05,primary,Car4,123,component_04,0.8680065181966322,0.8631875881523272,-0.004818930044305003,0,False,True,False
R3-D05,primary,Car4,124,component_04,0.8930377863731033,0.902797400395592,0.009759614022488705,1,False,True,False
R3-D05,primary,Car4,125,component_04,0.930870083432658,0.9011520409614564,-0.029718042471201578,0,False,True,False
R3-D05,primary,Car4,126,component_04,0.8768606224627875,0.8563300142247511,-0.02053060823803643,0,False,True,False
R3-D05,primary,Car4,127,component_04,0.917312661498708,0.9220023282887078,0.0046896667899997135,1,False,True,False
R3-D05,primary,Car4,128,component_04,0.888560885608856,0.896566401816118,0.008005516207261976,1,False,True,False
R3-D05,primary,Car4,129,component_04,0.8889887640449439,0.8468674182959898,-0.0421213457489541,0,False,True,False
R3-D05,primary,Car4,130,component_04,0.9379310344827586,0.9420399515738499,0.004108917091091291,1,False,True,False
R3-D05,primary,Car4,131,component_04,0.8586448598130841,0.8712285260574564,0.012583666244372238,1,False,True,False
R3-D05,primary,Car4,132,component_04,0.9376937841429204,0.9342105263157895,-0.003483257827130881,0,False,True,False
R3-D05,primary,Car4,133,component_04,0.9141131408367708,0.9360723593438602,0.021959218507089484,1,False,True,False
R3-D05,primary,Car4,134,component_04,0.8912231559290383,0.9638516179952644,0.07262846206622608,1,False,True,False
R3-D05,primary,Car4,135,component_04,0.9290706319702602,0.8575637059949919,-0.07150692597526831,0,False,True,False
R3-D05,primary,Car4,136,component_04,0.9237071172555044,0.9014944560501366,-0.0222126612053678,0,False,True,False
R3-D05,primary,Car4,137,component_04,0.9076874606175174,0.8668720609696773,-0.04081539964784009,0,False,True,False
R3-D05,control,Car4,221,component_04,0.8987654320987655,0.9571428571428572,0.05837742504409171,1,False,True,False
R3-D05,control,Car4,222,component_04,0.8492647058823529,0.8389830508474576,-0.01028165503489531,0,False,True,False
R3-D05,control,Car4,223,component_04,0.9250556517437546,0.9096519377931375,-0.015403713950617126,0,False,True,False
R3-D05,control,Car4,224,component_04,0.9242053789731052,0.9069767441860465,-0.017228634787058716,0,False,True,False
R3-D05,control,Car4,225,component_04,0.8947368421052632,0.8888302086083971,-0.005906633496866043,0,False,True,False
R3-D05,control,Car4,226,component_04,0.8773405698778833,0.8498868493839578,-0.027453720493925582,0,False,True,False
R3-D05,control,Car4,227,component_04,0.9102794155344783,0.9376915219611849,0.02741210642670655,1,False,True,False
R3-D05,control,Car4,228,component_04,0.9179793590439979,0.9220917822838848,0.00411242323988692,1,False,True,False
R3-D05,control,Car4,229,component_04,0.9348710990502035,0.8914575697772765,-0.043413529272926965,0,False,True,False
R3-D05,control,Car4,230,component_04,0.8869565217391304,0.8655352480417755,-0.021421273697354914,0,False,True,False
R3-D05,control,Car4,231,component_04,0.9117647058823529,0.9108433734939759,-0.0009213323883769942,0,False,True,False
R3-D05,control,Car4,232,component_04,0.9020408163265307,0.9014461703267274,-0.0005946459998033005,0,False,True,False
R3-D05,control,Car4,233,component_04,0.9061166429587483,0.8160291438979964,-0.09008749906075186,0,False,True,False
R3-D05,control,Car4,234,component_04,0.9214887258897039,0.9242506811989101,0.002761955309206199,1,False,True,False
R3-D05,control,Car4,235,component_04,0.8909657320872274,0.8909657320872274,0.0,0,True,True,False
R3-D05,control,Car4,236,component_04,0.9607843137254902,0.8874098724348308,-0.0733744412906594,0,False,True,False
R3-D05,control,Car4,237,component_04,0.8755102040816326,0.8480355819125278,-0.02747462216910479,0,False,True,False
R3-D05,control,Car4,238,component_04,0.9344808439755691,0.9345926134761771,0.0001117695006079833,1,False,True,False
R3-D05,control,Car4,239,component_04,0.8909657320872274,0.8637873754152824,-0.027178356671945014,0,False,True,False
R3-D05,control,Car4,240,component_04,0.9095163806552262,0.9362955032119914,0.026779122556765178,1,False,True,False
R3-D05,control,Car4,241,component_04,0.9086021505376344,0.9041835357624831,-0.004418614775151264,0,False,True,False
R3-D05,control,Car4,242,component_04,0.947603121516165,0.9340659340659341,-0.013537187450230914,0,False,True,False
R3-D05,control,Car4,243,component_04,0.8407335907335908,0.9043524986566363,0.06361890792304548,1,False,True,False
R3-D05,control,Car4,244,component_04,0.8820286659316428,0.8611825192802056,-0.020846146651437136,0,False,True,False
R3-D05,control,Car4,245,component_04,0.8823529411764706,0.9030337397221435,0.02068079854567295,1,False,True,False
R3-D08,primary,CarDark,121,component_06,0.9274193548387096,0.7748427672955975,-0.1525765875431121,0,False,True,False
R3-D08,primary,CarDark,122,component_06,0.830694275274056,0.8216867469879519,-0.009007528286104183,0,False,True,False
R3-D08,primary,CarDark,123,component_06,0.7688838782412627,0.7985948477751756,0.029710969533912945,1,False,True,False
R3-D08,primary,CarDark,124,component_06,0.8967391304347826,0.806282722513089,-0.09045640792169363,0,False,True,False
R3-D08,primary,CarDark,125,component_06,0.7622950819672131,0.89125,0.1289549180327869,1,False,True,False
R3-D08,primary,CarDark,126,component_06,0.7617896009673518,0.8080568720379147,0.04626727107056283,1,False,True,False
R3-D08,primary,CarDark,127,component_06,0.8461538461538461,0.848761408083442,0.0026075619295958807,1,False,True,False
R3-D08,primary,CarDark,128,component_06,0.8882907133243607,0.875,-0.013290713324360715,0,False,True,False
R3-D08,primary,CarDark,129,component_06,0.9583333333333334,0.8891786179921773,-0.06915471534115603,0,False,True,False
R3-D08,primary,CarDark,130,component_06,0.92,0.96875,0.04874999999999996,1,False,True,False
R3-D08,primary,CarDark,131,component_06,0.8654822335025381,0.7723970944309927,-0.09308513907154536,0,False,True,False
R3-D08,primary,CarDark,132,component_06,0.8527131782945736,0.813953488372093,-0.03875968992248058,0,False,True,False
R3-D08,primary,CarDark,133,component_06,0.8942307692307693,0.8996088657105606,0.005378096479791372,1,False,True,False
R3-D08,primary,CarDark,134,component_06,0.8527131782945736,0.8363636363636363,-0.016349541930937295,0,False,True,False
R3-D08,primary,CarDark,135,component_06,0.8960674157303371,0.8338192419825073,-0.06224817374782976,0,False,True,False
R3-D08,primary,CarDark,136,component_06,0.7847058823529411,0.7670025188916877,-0.017703363461253452,0,False,True,False
R3-D08,primary,CarDark,137,component_06,0.7979274611398963,0.9166666666666666,0.11873920552677031,1,False,True,False
R3-D08,primary,CarDark,138,component_06,0.8940493468795355,0.9354838709677419,0.04143452408820636,1,False,True,False
R3-D08,primary,CarDark,139,component_06,0.8861111111111111,0.8579387186629527,-0.02817239244815839,0,False,True,False
R3-D08,primary,CarDark,140,component_06,0.8876080691642652,0.9130434782608695,0.025435409096604356,1,False,True,False
R3-D08,primary,CarDark,141,component_06,0.8516129032258064,0.9259796806966618,0.0743667774708554,1,False,True,False
R3-D08,primary,CarDark,142,component_06,0.7882037533512064,0.8180535966149506,0.02984984326374418,1,False,True,False
R3-D08,primary,CarDark,143,component_06,0.828169014084507,0.7956698240866035,-0.03249918999790358,0,False,True,False
R3-D08,primary,CarDark,144,component_06,0.8885793871866295,0.8953488372093024,0.006769450022672818,1,False,True,False
R3-D08,primary,CarDark,145,component_06,0.9130434782608695,0.8861111111111111,-0.02693236714975844,0,False,True,False
R3-D08,control,CarScale,81,component_06,0.8688524590163934,0.8556338028169014,-0.01321865619949203,0,False,True,False
R3-D08,control,CarScale,82,component_06,0.8379310344827586,0.8820326678765881,0.04410163339382944,1,False,True,False
R3-D08,control,CarScale,83,component_06,0.853448275862069,0.9473684210526315,0.09392014519056258,1,False,True,False
R3-D08,control,CarScale,84,component_06,0.8279569892473119,0.9322033898305084,0.10424640058319656,1,False,True,False
R3-D08,control,CarScale,85,component_06,0.8876080691642652,0.9032258064516129,0.015617737287347722,1,False,True,False
R3-D08,control,CarScale,86,component_06,0.8735376044568245,0.9016949152542373,0.028157310797412793,1,False,True,False
R3-D08,control,CarScale,87,component_06,0.8240279162512463,0.9042316258351893,0.08020370958394307,1,False,True,False
R3-D08,control,CarScale,88,component_06,0.9661016949152542,0.9515859766277128,-0.01451571828754139,0,False,True,False
R3-D08,control,CarScale,89,component_06,0.8870967741935484,0.8580645161290322,-0.029032258064516148,0,False,True,False
R3-D08,control,CarScale,90,component_06,0.8502132196162047,0.8642895156998404,0.014076296083635698,1,False,True,False
R3-D08,control,CarScale,91,component_06,0.9369463262115685,0.9076923076923077,-0.029254018519260794,0,False,True,False
R3-D08,control,CarScale,92,component_06,0.849772382397572,0.903954802259887,0.05418241986231498,1,False,True,False
R3-D08,control,CarScale,93,component_06,0.90625,0.90625,0.0,0,True,True,False
R3-D08,control,CarScale,94,component_06,0.8974098527171153,0.8404202101050525,-0.05698964261206274,0,False,True,False
R3-D08,control,CarScale,95,component_06,0.7871428571428571,0.8636363636363636,0.0764935064935065,1,False,True,False
R3-D08,control,CarScale,96,component_06,0.8502617801047121,0.8331653225806451,-0.017096457524066966,0,False,True,False
R3-D08,control,CarScale,97,component_06,0.8990476190476191,0.8810353409656545,-0.018012278081964594,0,False,True,False
R3-D08,control,CarScale,98,component_06,0.9094977623073098,0.9696969696969697,0.06019920738965989,1,False,True,False
R3-D08,control,CarScale,99,component_06,0.8941877794336811,0.8934169278996865,-0.0007708515339945876,0,False,True,False
R3-D08,control,CarScale,100,component_06,0.8934169278996865,0.8524426719840479,-0.040974255915638635,0,False,True,False
R3-D08,control,CarScale,101,component_06,0.9239940387481371,0.8287292817679558,-0.09526475698018133,0,False,True,False
R3-D08,control,CarScale,102,component_06,0.8534906588003933,0.8945273631840795,0.04103670438368623,1,False,True,False
R3-D08,control,CarScale,103,component_06,0.8728296574378226,0.9095719095719096,0.036742252134086995,1,False,True,False
R3-D08,control,CarScale,104,component_06,0.8978890525282278,0.9239940387481371,0.02610498621990931,1,False,True,False
R3-D08,control,CarScale,105,component_06,0.9375,0.8980627306273062,-0.03943726937269376,0,False,True,False
R3-D12,control,Dancer,71,component_09,0.7420935412026726,0.7043478260869566,-0.037745715115716005,0,False,True,False
R3-D12,control,Dancer,72,component_09,0.834543370271303,0.8277989237432734,-0.006744446528029635,0,False,True,False
R3-D12,control,Dancer,73,component_09,0.8511982830571122,0.8265356265356265,-0.024662656521485693,0,False,True,False
R3-D12,control,Dancer,74,component_09,0.8792707802141765,0.8791963707064161,-7.44095077603868e-05,0,False,True,False
R3-D12,control,Dancer,75,component_09,0.7805611222444889,0.8257950530035336,0.045233930759044694,1,False,True,False
R3-D12,control,Dancer,76,component_09,0.8138835418671799,0.8083282302510717,-0.005555311616108227,0,False,True,False
R3-D12,control,Dancer,77,component_09,0.8197831978319783,0.7895346144940959,-0.030248583337882384,0,False,True,False
R3-D12,control,Dancer,78,component_09,0.8444854637748038,0.8823529411764706,0.03786747740166674,1,False,True,False
R3-D12,control,Dancer,79,component_09,0.7323403294967276,0.6565242832065535,-0.07581604629017402,0,False,True,False
R3-D12,control,Dancer,80,component_09,0.8003779825183085,0.7147045028142589,-0.0856734797040496,0,False,True,False
R3-D12,control,Dancer,81,component_09,0.7289719626168224,0.7422680412371134,0.01329607862029103,1,False,True,False
R3-D12,control,Dancer,82,component_09,0.694297666226332,0.6923821820529373,-0.0019154841733947103,0,False,True,False
R3-D12,control,Dancer,83,component_09,0.6894303363074811,0.7100396301188904,0.0206092938114093,1,False,True,False
R3-D12,control,Dancer,84,component_09,0.7244772447724477,0.8052980132450331,0.08082076847258546,1,False,True,False
R3-D12,control,Dancer,85,component_09,0.7967566287878788,0.7848647388059702,-0.011891889981908599,0,False,True,False
R3-D12,control,Dancer,86,component_09,0.707731520815633,0.7192772395776641,0.011545718762031143,1,False,True,False
R3-D12,control,Dancer,87,component_09,0.7763157894736842,0.7387868213076054,-0.03752896816607876,0,False,True,False
R3-D12,control,Dancer,88,component_09,0.690631318804763,0.6598515134209023,-0.030779805383860714,0,False,True,False
R3-D12,control,Dancer,89,component_09,0.7238456390809725,0.6701030927835051,-0.05374254629746744,0,False,True,False
R3-D12,control,Dancer,90,component_09,0.635551948051948,0.6525,0.016948051948051934,1,False,True,False
R3-D12,control,Dancer,91,component_09,0.7304090685066535,0.6532951289398281,-0.07711393956682544,0,False,True,False
R3-D12,control,Dancer,92,component_09,0.7918630612751179,0.6017350157728707,-0.19012804550224716,0,False,True,False
R3-D12,control,Dancer,93,component_09,0.7521703900914458,0.6972477064220184,-0.05492268366942743,0,False,True,False
R3-D12,control,Dancer,94,component_09,0.6394502829426031,0.6668047214744254,0.02735443853182229,1,False,True,False
R3-D12,control,Dancer,95,component_09,0.5921776329191282,0.58,-0.012177632919128212,0,False,True,False
R3-D07,control,David2,36,component_05,0.911042944785276,0.8307692307692308,-0.08027371401604522,0,False,True,False
R3-D07,control,David2,37,component_05,0.852910052910053,0.8843398157625384,0.03142976285248544,1,False,True,False
R3-D07,control,David2,38,component_05,0.8540816326530613,0.8585558852621167,0.004474252609055429,1,False,True,False
R3-D07,control,David2,39,component_05,0.801980198019802,0.8007699711260827,-0.0012102268937193017,0,False,True,False
R3-D07,control,David2,40,component_05,0.8038277511961722,0.7946513849092646,-0.009176366286907656,0,False,True,False
R3-D07,control,David2,41,component_05,0.8029739776951673,0.8029739776951673,0.0,0,True,True,False
R3-D07,control,David2,42,component_05,0.8537549407114624,0.8853754940711462,0.031620553359683834,1,False,True,False
R3-D07,control,David2,43,component_05,0.8307692307692308,0.7750677506775068,-0.05570148009172404,0,False,True,False
R3-D07,control,David2,44,component_05,0.8333333333333334,0.814176245210728,-0.019157088122605415,0,False,True,False
R3-D07,control,David2,45,component_05,0.8275862068965517,0.8275862068965517,0.0,0,True,True,False
R3-D07,control,David2,46,component_05,0.8793103448275862,0.8582375478927203,-0.021072796934865856,0,False,True,False
R3-D07,control,David2,47,component_05,0.7822429906542057,0.8615384615384616,0.07929547088425593,1,False,True,False
R3-D07,control,David2,48,component_05,0.8611111111111112,0.8314176245210728,-0.029693486590038343,0,False,True,False
R3-D07,control,David2,49,component_05,0.7848101265822784,0.8029739776951673,0.018163851112888874,1,False,True,False
R3-D07,control,David2,50,component_05,0.7262569832402235,0.7567811934900542,0.030524210249830763,1,False,True,False
R3-D07,control,David2,51,component_05,0.8275862068965517,0.835820895522388,0.008234688625836317,1,False,True,False
R3-D07,control,David2,52,component_05,0.8074418604651162,0.8029739776951673,-0.0044678827699489165,0,False,True,False
R3-D07,control,David2,53,component_05,0.8321678321678322,0.8126094570928196,-0.01955837507501257,0,False,True,False
R3-D07,control,David2,54,component_05,0.8327137546468402,0.7821229050279329,-0.05059084961890725,0,False,True,False
R3-D07,control,David2,55,component_05,0.8354430379746836,0.7862318840579711,-0.04921115391671249,0,False,True,False
R3-D07,control,David2,56,component_05,0.8579387186629527,0.7720306513409961,-0.08590806732195655,0,False,True,False
R3-D07,control,David2,57,component_05,0.8515769944341373,0.8880597014925373,0.036482707058400066,1,False,True,False
R3-D07,control,David2,58,component_05,0.8072072072072072,0.7495495495495496,-0.057657657657657624,0,False,True,False
R3-D07,control,David2,59,component_05,0.8074418604651162,0.8045977011494253,-0.0028441593156909306,0,False,True,False
R3-D07,control,David2,60,component_05,0.8275862068965517,0.8579387186629527,0.03035251176640097,1,False,True,False
R3-D11,control,David2,261,component_05,0.8363201911589009,0.7096774193548387,-0.12664277180406214,0,False,True,False
R3-D11,control,David2,262,component_05,0.8387096774193549,0.7096774193548387,-0.12903225806451613,0,False,True,False
R3-D11,control,David2,263,component_05,0.776878612716763,0.7804878048780488,0.003609192161285857,1,False,True,False
R3-D11,control,David2,264,component_05,0.8684863523573201,0.75,-0.11848635235732008,0,False,True,False
R3-D11,control,David2,265,component_05,0.8083832335329342,0.7950617283950617,-0.013321505137872447,0,False,True,False
R3-D11,control,David2,266,component_05,0.7741935483870968,0.7765830346475507,0.002389486260453988,1,False,True,False
R3-D11,control,David2,267,component_05,0.7776497695852534,0.8064516129032258,0.02880184331797231,1,False,True,False
R3-D11,control,David2,268,component_05,0.7694145758661888,0.7359617682198327,-0.03345280764635605,0,False,True,False
R3-D11,control,David2,269,component_05,0.8064516129032258,0.8064516129032258,0.0,0,True,True,False
R3-D11,control,David2,270,component_05,0.8064516129032258,0.8064516129032258,0.0,0,True,True,False
R3-D11,control,David2,271,component_05,0.7444168734491315,0.7704714640198511,0.02605459057071957,1,False,True,False
R3-D11,control,David2,272,component_05,0.7741935483870968,0.8057553956834532,0.03156184729635647,1,False,True,False
R3-D11,control,David2,273,component_05,0.7455197132616488,0.8363201911589009,0.0908004778972521,1,False,True,False
R3-D11,control,David2,274,component_05,0.78125,0.78125,0.0,0,True,True,False
R3-D11,control,David2,275,component_05,0.7533482142857143,0.6629464285714286,-0.0904017857142857,0,False,True,False
R3-D11,control,David2,276,component_05,0.7741935483870968,0.6881720430107527,-0.08602150537634401,0,False,True,False
R3-D11,control,David2,277,component_05,0.8064516129032258,0.8028673835125448,-0.0035842293906809264,0,False,True,False
R3-D11,control,David2,278,component_05,0.7741935483870968,0.8387096774193549,0.06451612903225812,1,False,True,False
R3-D11,control,David2,279,component_05,0.8307692307692308,0.8064516129032258,-0.02431761786600506,0,False,True,False
R3-D11,control,David2,280,component_05,0.78125,0.7779111644657863,-0.0033388355342136578,0,False,True,False
R3-D11,control,David2,281,component_05,0.8974358974358975,0.7857974388824214,-0.1116384585534761,0,False,True,False
R3-D11,control,David2,282,component_05,0.8393285371702638,0.8974358974358975,0.05810736026563368,1,False,True,False
R3-D11,control,David2,283,component_05,0.7961538461538461,0.8364312267657993,0.040277380611953184,1,False,True,False
R3-D11,control,David2,284,component_05,0.7765830346475507,0.7144563918757467,-0.06212664277180402,0,False,True,False
R3-D11,control,David2,285,component_05,0.8335329341317366,0.7741935483870968,-0.059339385744639817,0,False,True,False
R3-D01,control,David3,195,component_01,0.7779305603300103,0.8059675449310766,0.028036984601066295,1,False,True,False
R3-D01,control,David3,196,component_01,0.8322892428852694,0.905726529022205,0.07343728613693556,1,False,True,False
R3-D01,control,David3,197,component_01,0.8473410189661584,0.8399853533504211,-0.007355665615737306,0,False,True,False
R3-D01,control,David3,198,component_01,0.8059675449310766,0.8942884801548887,0.08832093522381212,1,False,True,False
R3-D01,control,David3,199,component_01,0.6290584415584416,0.7384693360364927,0.10941089447805108,1,False,True,False
R3-D01,control,David3,200,component_01,0.6250350042005041,0.7028698271761534,0.07783482297564936,1,False,True,False
R3-D01,control,David3,201,component_01,0.6834258524980175,0.6214203894616266,-0.06200546303639087,0,False,True,False
R3-D01,control,David3,202,component_01,0.6115702479338843,0.8236983842010772,0.21212813626719296,1,False,True,False
R3-D01,control,David3,203,component_01,0.7930486944248412,0.8247084548104956,0.031659760385654434,1,False,True,False
R3-D01,control,David3,204,component_01,0.7337278106508875,0.8276294570865437,0.09390164643565613,1,False,True,False
R3-D01,control,David3,205,component_01,0.8685473037804644,0.8282660770222959,-0.040281226758168476,0,False,True,False
R3-D01,control,David3,206,component_01,0.8383002207505519,0.8817724458204335,0.043472225069881576,1,False,True,False
R3-D01,control,David3,207,component_01,0.850272402780387,0.8438888888888889,-0.006383513891498049,0,False,True,False
R3-D01,control,David3,208,component_01,0.8048392794065701,0.8061844284925456,0.0013451490859754944,1,False,True,False
R3-D01,control,David3,209,component_01,0.6842342342342342,0.6693595769682726,-0.0148746572659616,0,False,True,False
R3-D01,control,David3,210,component_01,0.5523636363636364,0.540954415954416,-0.011409220409220433,0,False,True,False
R3-D01,control,David3,211,component_01,0.6362349610757254,0.6446038951530239,0.00836893407729844,1,False,True,False
R3-D01,control,David3,212,component_01,0.5996052631578948,0.7245670085757525,0.12496174541785776,1,False,True,False
R3-D01,control,David3,213,component_01,0.6678549287042778,0.7586993725042784,0.09084444380000067,1,False,True,False
R3-D01,control,David3,214,component_01,0.7630144709641045,0.802668259657507,0.039653788693402525,1,False,True,False
R3-D01,control,David3,215,component_01,0.8057142857142857,0.8017647058823529,-0.003949579831932781,0,False,True,False
R3-D01,control,David3,216,component_01,0.796455005843397,0.7947521865889213,-0.0017028192544756848,0,False,True,False
R3-D01,control,David3,217,component_01,0.7173684210526315,0.7811639795517106,0.06379555849907903,1,False,True,False
R3-D01,control,David3,218,component_01,0.7280982905982906,0.7153504880212955,-0.012747802576995038,0,False,True,False
R3-D01,control,David3,219,component_01,0.560060265717025,0.7349862258953168,0.17492596017829176,1,False,True,False
R3-D01,control,David3,220,component_01,0.6330465264499682,0.6088445503275759,-0.024201976122392277,0,False,True,False
R3-D01,control,David3,221,component_01,0.5488426262920367,0.6468042609853528,0.09796163469331609,1,False,True,False
R3-D01,control,David3,222,component_01,0.6384419983065199,0.6488896366083445,0.010447638301824602,1,False,True,False
R3-D01,control,David3,223,component_01,0.7434431078682705,0.6557788944723618,-0.08766421339590869,0,False,True,False
R3-D01,control,David3,224,component_01,0.7319645884347334,0.7572218807621389,0.02525729232740548,1,False,True,False
R3-D01,control,David3,225,component_01,0.8017104216388226,0.7338999055712937,-0.06781051606752886,0,False,True,False
R3-D01,control,David3,226,component_01,0.7465238632093198,0.7573998839233894,0.010876020714069567,1,False,True,False
